entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnRemunerationOfManagementCategoriesAndSpecialIncentiveProgrammes,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29417040,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,2700283.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_6,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_7,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,1786108.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,-4375.0,1783401.0,0.0,1779026.0,-4375.0,-7082.0,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_8,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,-1019975.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2017-09-30,2017-09-30,ID_4,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,5333324.0,963786.0,125000.0,4403041.0,5329575.0,5333324.0,3749.0,930283.0,358870.0,371413.0,930283.0,200000.0,105800.0,2700283.0,2398492.0,3749.0,3439255.0,473025.0,2966230.0,3749.0,
29417040,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Mehl
29417040,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2017-10-01,2018-09-30,ID_13,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzJhL2U5LzY5L2M0YTAtNGM3NS1iZTkxLTRlMTJiNjllMGM1Zg.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzE1L2FlL2E5Lzc2YWItNGRiZi05MDMzLWY0NTFhZGRhNGVkOA.xml,true,"8000, Ãrhus C",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-02-28,2019-02-28,2019-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for MEHL HOLDING ApS.,SÃ¦rlige incitamentsprogrammer Selskabets ansatte vedrÃ¸rer direktionen.,Ãrsrapport,Lars Mehl,MEHL HOLDING ApS,4audit,Them,2016-10-01,2017-09-30,-206972.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26830745,indberetninger-20180424,2.5118417999999996,29417040.0,AWl91eJtRYGX6_YTF4x1,2019-03-14T20:12:49.510Z,2019-03-14T20:12:42.393Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-63-KW,2019-03-14T20:12:42.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
