entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxReceivables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
34044236,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,-2500.0,kt@changeadvisor.dk,1206744.0,1405072.0,34044236.0,118346.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,11389.0,"Risskov,",2016-01-01,2016-12-31,55453.0,71093.0,200828.0,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,15640.0,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,
34044236,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,101200.0,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,
34044236,2016-01-01,2016-12-31,c9,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,-45747.0,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,
34044236,2016-12-31,2016-12-31,c11,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,1124474.0,237716.0,80000.0,1124474.0,410955.0,0.0,1124474.0,713519.0,0.0,700879.0,0.0,101200.0,229755.0,713519.0,886758.0,406654.0,12640.0,480104.0,,
34044236,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,0.0,kt@changeadvisor.dk,1519155.0,1501143.0,34044236.0,-178755.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,28400.0,"Risskov,",2016-01-01,2016-12-31,85205.0,132343.0,-18012.0,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,47138.0,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,
34044236,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,Kristian Hannibal Terp,
34044236,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,Malene Ãstergaard Terp,
34044236,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,Kristian Hannibal Terp
34044236,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,Malene Ãstergaard Terp
34044236,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2JmL2Y5L2JkLzFlZWQtNGY4OC04N2M2LTQ1NDY5ZDcxOWFmMQ.xhtml,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzY0LzgyL2JkLzJmMDctNDU1Yy04YWNkLWFlZGZlZGE5ZTE5Zg.pdf,http://regnskaber.virk.dk/63244043/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2M0LzljL2QyLzhlOTgtNDhhNC05YjVjLWQ2ZmE2MmVjNWRkNA.xml,true,Risskov,8240.0,3.0,Hvenevej,8240 Risskov,Hvenevej 3,Regnskabsklasse B,2018-04-18,2018-04-18,,kt@changeadvisor.dk,,,34044236.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Terp,KONSULENTHUSET TERP ApS,Kristian Terp,,"Risskov,",2016-01-01,2016-12-31,103400.0,,,47138.0,47138.0,2017-12-31,2017-01-01,false,false,19307.0,Selskabet har fravalgt revision for kommende regnskabsÃ¥r,,22813208.0,false,false,Ingen bistand,urn:ofk:oid:25339410,indberetninger-20180424,2.5949414,34044236.0,AWLjmW_Nx8uVRSOdf3pp,2018-04-20T15:08:36.235Z,2018-04-20T15:08:25.627Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-45-JD,2018-04-20T15:08:25.821Z,,,,,,,,,,,,,,,,,,,,
