entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentLossesOfInvestments,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,InvestmentsWithNegativeEquityTransferredToProvisions,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
29168121,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",21000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",0.0,2017-02-06,2005-11-04,2017-02-20,-102000.0,Statsautoriseret revisor,-2400000.0,-2000000.0,-68000.0,2917000.0,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,2501000.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-271000.0,51000.0,484000.0,Kolding,2015-01-01,2015-12-31,2574000.0,2595000.0,2815000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,-21000.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2015-01-01,2015-12-31,c186,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,898000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2015-01-01,2015-12-31,c196,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,-324000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,19764000.0,9000.0,125000.0,13869000.0,23000.0,4767000.0,19764000.0,5730000.0,2804000.0,13781000.0,13781000.0,2804000.0,18571000.0,67000.0,228000.0,4790000.0,2000000.0,165000.0,98000.0,1778000.0,9966000.0,836000.0,2926000.0,253000.0,1175000.0,1184000.0,434000.0,1184000.0,,,,,,,,,
29168121,2016-01-01,2016-01-01,c227,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2016-01-01,2016-01-01,c236,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,1777514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2016-01-01,2016-01-01,c254,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,9965736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2016-01-01,2016-01-01,c258,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29168121,2016-01-01,2016-01-01,c442,,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlhL2U5L2E3LzQ5NTUtNDdjNi1iYzRlLTk1OGQzZDU4NDgwMA.pdf,http://regnskaber.virk.dk/12186192/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzL2RlLzRlLzI2NjEtNDgyYi1hNmJkLWIzYzViMDIyYmMyYQ.xml,true,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,Herning,7400.0,24.0,SÃ¸lvgade,6000 Kolding,"Fjordvej 105, Strandhuse",DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-06,2005-11-04,2017-02-20,,Statsautoriseret revisor,-2400000.0,-2000000.0,,,20222670.0,29168121.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Vesthave Holding ApS.,-29257.0,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,160877.0,1517591.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",David Riis Nielsen,Michael Vesthave,Michael Vesthave,Jyske Bank,Vesthave Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Kolding,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2016-12-31,2016-01-01,2608296.0,true,2017-02-06,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23510275,indberetninger-20180424,2.5124211,29168121.0,,2018-03-27T17:21:24.350Z,2017-02-23T08:25:49.251Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-05-CU,2017-02-23T08:25:49.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477965.0,5244732.0,,,,,,,
