entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
36544503,2017-07-01,2018-06-30,ID_5,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,-6250.0,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,377398.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,0.0,19.0,Valby,2017-07-01,2018-06-30,372540.0,371167.0,-6250.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,-1373.0,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,360884.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2018-06-30,2018-06-30,ID_4,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,760304.0,331533.0,50000.0,332906.0,1373.0,704054.0,760304.0,56250.0,427398.0,427398.0,427398.0,377398.0,276656.0,56250.0,50000.0,1373.0,0.0,6250.0,
36544503,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,Zahid Abbas
36544503,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2018-07-01,2019-06-30,ID_2,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,-3031.0,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,-377397.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,1272.0,137736.0,Valby,2017-07-01,2018-06-30,-271946.0,-243964.0,-3031.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,27982.0,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2018-07-01,2019-06-30,ID_6,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,-377398.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2018-07-01,2019-06-30,ID_8,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,105452.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,,,,,,,,,,,,,,,,,,,
36544503,2019-06-30,2019-06-30,ID_3,,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzc2L2VlL2Y0LzgzNmItNGUzNS1hNWExLWVmODNmNGI4MzE3MQ.pdf,http://regnskaber.virk.dk/30544563/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzZlLzlmLzM3LzUzMmMtNDE1OS1iNjFhLWRhNTE3NzRmOTk4Yg.xml,true,"2650, Hvidovre",Stamholmen 153 2.sal,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",2019-10-02,2019-10-02,2019-10-02,,36544503.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for AKA HOLDING 2015 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Zahid Abbas,AKA HOLDING 2015 ApS,Holmen Revision ApS,,,Valby,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,false,,0.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27963140,indberetninger-20180424,2.5097342,36544503.0,AW4XpcqYIXJRhhXBPB3k,2019-10-29T13:13:52.390Z,2019-10-29T13:12:50.660Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-00-PB,2019-10-29T13:12:51.142Z,469340.0,467967.0,50000.0,469340.0,1373.0,432108.0,469340.0,37232.0,0.0,0.0,0.0,0.0,382108.0,37232.0,0.0,1373.0,27982.0,9250.0,
