entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
29843368,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,390000.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
29843368,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,-387632.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
29843368,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,-5200.0,,,,,,,,,,,,,,,
29843368,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,-5200.0,-5200.0,-5200.0,-5200.0,,,,,,,,,,,,
29843368,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,-5200.0,,,,,,,,,,,,,,,
29843368,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,-2832.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,732631.0,4421.0,390000.0,732631.0,732631.0,735463.0,735463.0,6326.0,-392832.0,735463.0,728210.0,721884.0
29843368,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,390000.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
29843368,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,-392832.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
29843368,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,390000.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
29843368,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzMzLzRmLzcxOWEtNGY5MS05Yjk1LWYxZDRlNjU4NTEwMw.pdf,http://regnskaber.virk.dk/86334892/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzMyLzdkL2IzLzAyNTEtNDRjNS04MjNlLWJkMTI1YWYwYjAwNA.xml,Danmark,Fredericia,7000.0,60.0,Middelfart,5500.0,140.0,Gl. Strandvej,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-16,2017-05-16,2017-05-18,statsautoriseret revisor,"Eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",fredericia@brandtrevision.dk,-392832.0,25492145.0,29843368.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Danmark C Invest I ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Pedersen,Per Johansen,Per Johansen,"BRANDT, Statsautoriseret Revisionspartnerselskab",Danmark C Invest I ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Middelfart,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,2017-05-16,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23890791,indberetninger-20180424,2.5124266,29843368.0,,2018-03-28T03:21:33.080Z,2017-05-18T12:29:28.926Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-51-XE,2017-05-18T12:29:29.109Z,,,,,,,,,,,,,,,,
