entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DistributionCosts,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
20247673,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,-109392.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,-156347.0,223177.0,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,-112716.0,-3473.0,Copenhagen,2015-01-01,2015-12-31,-158751.0,-158751.0,-42562.0,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,0.0,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,
20247673,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,-158751.0,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,
20247673,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,19132.0,850000.0,-25384276.0,19132.0,25403408.0,16598207.0,16598207.0,1.0,7849438.0,-26234276.0,955763.0,8805201.0,19132.0,19132.0,,,
20247673,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,-99519.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,-65502.0,223973.0,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,-103522.0,3229.0,Copenhagen,2015-01-01,2015-12-31,-41341.0,-41341.0,58952.0,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,0.0,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
20247673,2016-01-01,2016-12-31,c11,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,Christian Mustad
20247673,2016-01-01,2016-12-31,c12,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,Jan-Erik Pihl
20247673,2016-01-01,2016-12-31,c13,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,Nicola Mustad
20247673,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,
20247673,2016-01-01,2016-12-31,c367,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,-41341.0,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,,,
20247673,2016-01-01,2016-12-31,c42,,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzJjLzBlLzkzLzgwZmQtNDk5OS05OTNkLWQ0NGE0ODkzN2Q0ZA.pdf,http://regnskaber.virk.dk/37674202/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzM4LzlkLzdlL2UxMzItNDZkNC1hOTVhLTcwNTMyMWViZDEyNg.xml,true,Copenhagen V,1561.0,29.0,Havneholmen,HolbÃ¦k,4300.0,5.0,Isefjord AllÃ©,2970 HÃ¸rsholm,HÃ¸rsholm Kongevej 40,DK-1561 Copenhagen V,Havneholmen 29,To the Shareholders of Unstressed Salmon A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 31 December 2016 and of the results of the the Company's operations for the financial year 1 January  - 31 December 2016.,The board of directors and board of executives remain of the opinion that the conditions for opting out of audit have been fulfilled.,2017-05-20,1997-07-01,2017-05-20,State Authorised Public Accountant,,,20222670.0,20247673.0,20222670.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of Unstressed Salmon A/S for the year 1 January  - 31 December 2016.,Ãrsrapport,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Henrik BrÃ¼nings,Jan-Erik Pihl,Jan-Erik Pihl,Sparekassen SjÃ¦lland,Unstressed Salmon A/S,BDO Statsautoriseret revisionsaktieselskab,,,Copenhagen,2015-01-01,2015-12-31,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Rudersdal,2016-12-31,2016-01-01,true,2017-05-20,Copenhagen,,Chairman,urn:ofk:oid:23931044,indberetninger-20180424,2.5124266,20247673.0,,2018-03-28T06:57:16.699Z,2017-05-24T07:25:04.506Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-BZ,2017-05-24T07:25:04.697Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
