entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
26672120,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,134691.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",422811.0,694459.0,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,237440.0,217049.0,Varde,2016-01-01,2016-12-31,89628.0,116566.0,136957.0,2017-12-31,2017-01-01,false,false,26938.0,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26672120,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,103400.0,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26672120,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,-13772.0,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26672120,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,6691493.0,241223.0,125000.0,6285819.0,3812.0,6390203.0,405674.0,6691493.0,282290.0,405674.0,5924006.0,197709.0,0.0,405674.0,103400.0,19000.0,19000.0,4185343.0,1976460.0,5924006.0,282290.0,3779.0,120590.0,37799.0,0.0,43003.0,116778.0,
26672120,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,1976460.0,,,,,,,,,,,,,,,,,,,,,,
26672120,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,4185343.0,,,,,,,,,,,,,,,,,,,,,,
26672120,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,
26672120,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,6390203.0,,,,,,,,,,,,,,,,,,,,,,
26672120,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,,,Varde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
26672120,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzYzLzE3LzBiLzA4LzQ2ZjctNDdlNS04NDE1LWIxNjQzNDAxMmMyNg.xhtml,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzNmL2I2Lzc5L2JmNTQtNGUzNC05NzgxLWI2NGQ3NTNmN2UxOA.pdf,http://regnskaber.virk.dk/02127662/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2VmLzAyL2ViLzA2NjgtNGNhMy1hODVlLTA4MmRjYWUxNGE0Yw.xml,true,Varde,6800.0,19.0,Navervej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2018-04-18,2018-05-22,115989.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",438351.0,909430.0,26672120.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren SÃ¸rensen,SÃ¸ren SÃ¸rensen,TÃMRER- OG SNEDKERFIRMA SÃREN SÃRENSEN ApS,KM REGNSKABER,6334.0,176147.0,Varde,2016-01-01,2016-12-31,409028.0,524903.0,355090.0,2017-12-31,2017-01-01,false,false,115875.0,75225661.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25525007,indberetninger-20180424,2.5955422,26672120.0,AWORBpKYx8uVRSOdgxxJ,2018-05-24T07:22:48.997Z,2018-05-24T07:21:54.704Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-21-AZ,2018-05-24T07:21:54.957Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,103400.0
