entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfPrimaryActivitiesOfEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherPayables,RetainedEarnings,ShorttermReceivables,InformationOnSignatureOfAuditors,NameAndSurnameOfMemberOfExecutiveBoard
29829616,2012-01-01,2012-12-31,ctx18,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,-11000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,-11000.0,7000.0,-4000.0,-4000.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,
29829616,2012-01-01,2012-12-31,ctx20,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,-36000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,
29829616,2012-01-01,2012-12-31,ctx22,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,-36000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,
29829616,2012-12-31,2012-12-31,ctx24,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,99000.0,125000.0,99000.0,89000.0,99000.0,10000.0,10000.0,-36000.0,99000.0,,
29829616,2013-01-01,2013-12-31,ctx1,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,-13544.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,-13544.0,5956.0,-7588.0,-7588.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,KÃ¸benhavn,
29829616,2013-01-01,2013-12-31,ctx10,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,
29829616,2013-01-01,2013-12-31,ctx12,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2013-01-01,2013-12-31,ctx13,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2013-01-01,2013-12-31,ctx14,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2013-01-01,2013-12-31,ctx15,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8vcGRmcy8yOTgyOTYxNjtBcFMzOTA5OTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/61692892/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MDMyOV8xMTM1NDdfOTg3.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2014-03-06,2014-03-06,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,26239559.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsnen,XBRL Takeoff,,,,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:18082741,indberetninger-20180424,2.511692,29829616.0,,2018-04-01T05:15:31.590Z,2014-03-29T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-106.064,2014-03-29T23:00:00.000Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
