entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfPrimaryActivitiesOfEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherPayables,RetainedEarnings,ShorttermReceivables,InformationOnSignatureOfAuditors,NameAndSurnameOfMemberOfExecutiveBoard
29829616,2013-01-01,2013-12-31,ctx18,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,-13000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,-13000.0,6000.0,"Virum, den",-7000.0,-7000.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,
29829616,2013-01-01,2013-12-31,ctx20,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",-43000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,
29829616,2013-01-01,2013-12-31,ctx22,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",-43000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,
29829616,2013-12-31,2013-12-31,ctx24,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,87000.0,125000.0,87000.0,82000.0,87000.0,5000.0,5000.0,-43000.0,87000.0,,
29829616,2014-01-01,2014-12-31,ctx1,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,-12080.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,-12080.0,5551.0,"Virum, den",-6529.0,-6529.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,KÃ¸benhavn,
29829616,2014-01-01,2014-12-31,ctx10,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,
29829616,2014-01-01,2014-12-31,ctx12,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2014-01-01,2014-12-31,ctx13,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2014-01-01,2014-12-31,ctx14,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2014-01-01,2014-12-31,ctx15,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzRjL2I0LzhkL2NhMDMtNGNkYi1hZDkzLTUxOWU3ODc1ZDg1MA.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4L2E5LzY4L2YyNzItNGZkOS04MWJlLTU1ZjMyNjRhYmM3Mw.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2015-03-20,2015-03-10,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"Virum, den",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:5159292,indberetninger-20180424,2.511682,29829616.0,,2018-03-30T12:34:08.149Z,2015-04-25T07:13:06.497Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-KD,2015-04-25T07:13:06.569Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
