entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfPrimaryActivitiesOfEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherPayables,RetainedEarnings,ShorttermReceivables,InformationOnSignatureOfAuditors,NameAndSurnameOfMemberOfExecutiveBoard
29829616,2014-01-01,2014-12-31,ctx42,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,-12000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,-12000.0,6000.0,"NÃ¦rum, den 30. marts 2016",-6000.0,-6000.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,
29829616,2014-01-01,2014-12-31,ctx44,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",-50000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,
29829616,2014-01-01,2014-12-31,ctx46,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",-50000.0,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,
29829616,2014-12-31,2014-12-31,ctx48,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,80000.0,125000.0,80000.0,75000.0,80000.0,5000.0,5000.0,-50000.0,80000.0,,
29829616,2015-01-01,2015-12-31,ctx25,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,-12126.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,-12126.0,5075.0,"NÃ¦rum, den 30. marts 2016",-7051.0,-7051.0,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",0.0,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,KÃ¸benhavn,
29829616,2015-01-01,2015-12-31,ctx27,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2015-01-01,2015-12-31,ctx28,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2015-01-01,2015-12-31,ctx29,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2015-01-01,2015-12-31,ctx30,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
29829616,2015-01-01,2015-12-31,ctx31,,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2Y0LzY3LzVkLzMwOTMtNDdkZC1hYTM3LWUzODkwN2NiNTYyZg.pdf,http://regnskaber.virk.dk/61692892/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzI2LzNiLzQ1LzcxZWUtNGE0Yi04OWNmLWQ3MTM1OTQzYTFiZg.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtmÃ¦ssig, sÃ¥ledes at Ã¥rsrapporten giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.",2016-04-05,2016-04-05,Statsautoriseret revisor,"Deltager som komplementar i K/S City-Hoteller, Tyskland",30700228.0,29829616.0,33883889.0,Ãrsrapport,Henrik Reedtz,Frederik H. Knudsen,XBRL Takeoff,,,"NÃ¦rum, den 30. marts 2016",,,Ãrsregnskabet indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,RevisionspÃ¥tegning,urn:ofk:oid:22268005,indberetninger-20180424,2.5118417999999996,29829616.0,,2018-03-28T21:27:54.917Z,2016-04-25T11:52:56.414Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-61-WR,2016-04-25T11:52:56.567Z,,,,,,,,,,,Lars Rosenkrantz Gundorph
