entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,AdjustmentsOfInterestAndSimilarIncomes,AdjustmentsfInterestAndSimilarExpenses,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RaisingOfDebtToGroupEnterprises,RepaymentOfDebtToGroupEnterprises,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
28134703,2014-04-01,2014-04-01,ID_11,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,53210.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2014-04-01,2015-03-31,ID_18,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,807787.0,72670.0,-4826218.0,7718.0,181.0,-5714212.0,-5706675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2014-04-01,2015-03-31,ID_20,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,5714212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2014-04-01,2015-03-31,ID_22,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,5714212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2014-04-01,2015-03-31,ID_9,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,-181.0,-7718.0,-5495925.0,5480796.0,60000.0,-5503462.0,-30938.0,566099.0,807787.0,7718.0,181.0,37334.0,60000.0,5480796.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2015-03-31,2015-03-31,ID_13,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,90544.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2015-03-31,2015-03-31,ID_24,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,395937.0,7739854.0,90544.0,500001.0,148487.0,2378.0,-13763342.0,395937.0,37439.0,7739854.0,21503196.0,7591367.0,48065.0,7157991.0,7195430.0,-14263343.0,21503196.0,21039797.0,57943.0,463399.0,7500.0,,,
28134703,2015-04-01,2015-04-01,ID_10,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,90544.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2015-04-01,2016-03-31,ID_0,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134703,2015-04-01,2016-03-31,ID_1,,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzg5L2M2LzA3L2ZhNDQtNDU0MS04NTkxLTIyOGFjZTYwYzhhNg.pdf,http://regnskaber.virk.dk/30743182/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzczL2QyLzg5L2VlZTUtNGY4MC04NDA2LTNhODMyNTM0MGZmNQ.xml,"7700, Thisted","Toldbodgade 4, 2. sal",Til den daglige ledelse i Fiskeriselskabet Cardium A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-23,2016-08-23,28134703.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Fiskeriselskabet Cardium A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tage Petersen,Sparekassen Thy,Fiskeriselskabet Cardium A/S,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","NykÃ¸bing M., den 23. august 2016",2014-04-01,2015-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-03-31,2015-04-01,2016-08-23,Thisted,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22931563,indberetninger-20180424,2.5118406,28134703,,2018-03-28T18:37:36.952Z,2016-08-31T07:50:48.707Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-30-SR,2016-08-31T07:50:48.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
