entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AdditionsToInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMemberOfSupervisoryBoardApprovingStatementOfExecutiveAndSupervisoryBoard,DisposalsOfInvestments,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,AdministrativeExpenses,AverageNumberOfEmployees,CurrentTaxExpense,DistributionCosts,ExchangeRateLoss,ExchangeRateProfit,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,LongtermLiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermPayablesToGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DateOfApprovalOfAnnualReport,NameAndSurnameOfAuditor,NameOfAuditFirm,PlaceOfSignatureOfStatement,NameAndSurnameOfMemberOfSupervisoryBoard,DescriptionOfClassOfIssuedShares,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfAuditor,IncreaseOfCapital,TransferredFromSharePremium,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DecreaseOfCapital,NominalValueOfIssuedShares,NumberOfIssuedShares
31060605,2011-01-01,2011-12-31,c279,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,1697006.0,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2011-01-01,2011-12-31,c68,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,1697006.0,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,0.0,7060296.0,94.0,0.0,54466.0,6518.0,784.0,9347814.0,0.0,552723.0,16677.0,546205.0,15893.0,2233052.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2011-12-31,2011-12-31,c654,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,4500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2011-12-31,2011-12-31,c683,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,8102120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2011-12-31,2011-12-31,c69,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,12602120.0,,13035839.0,87594.0,429722.0,1250000.0,9902761.0,1458491.0,848600.0,-13020346.0,1736936.0,429722.0,1554430.0,493914.0,13035839.0,26056185.0,4500000.0,472506.0,8102120.0,1554430.0,3133078.0,472506.0,6608065.0,125026.0,1250000.0,2230850.0,-14270346.0,5137272.0,13454065.0,8260737.0,0.0,1708728.0,5828620.0,,,,,,,,,,,,,,,,,,,,
31060605,2012-01-01,2012-01-01,c196,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25278.0,455000.0,,,,,,,,,,,,,,,,,,
31060605,2012-01-01,2012-01-01,c25,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2012-01-01,2012-01-01,c292,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472506.0,,,,,,,,,,,,,,,,,
31060605,2012-01-01,2012-01-01,c30,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060605,2012-01-01,2012-01-01,c319,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8vcGRmcy8zMTA2MDYwNTtBL1M0MTcxMDQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50606013/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDUwN18xOTIzMzlfOTY2.xml,950717.0,40887.0,Danmark,2900  Hellerup,Strandvejen 44,DK-8700 Horsens,HÃ¸egh Guldbergs Gade 3 A,DK-8  700 Horsens,Gotlandsvej 13 A-B,2900  Hellerup,Strandvejen 44,151667.0,Regnskabsklasse B,2007-11-14,2013-05-03,formand,-7125.0,wwww.responce.dk,31060605.0,33771231.0,Ãrsrapport,Peter Damgaard Hansen,Handelsbanken,Responce A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,Horsens,2012-12-31,2012-01-01,2013-03-27,Hellerup,75 64 22 11,urn:ofk:oid:21313911,indberetninger-20180424,2.5118406,31060605.0,,2018-04-01T14:51:19.978Z,2013-05-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-93.447,2013-05-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061218.0,2798154.0,,,,,,,,,,,,,,,
