entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ContributedCapital,Equity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
34606927,2013-10-01,2014-09-30,ID_11,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,31201.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2013-10-01,2014-09-30,ID_13,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,31201.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2013-10-01,2014-09-30,ID_9,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,-31201.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,-9375.0,-22891.0,198.0,1263.0,-31201.0,-9375.0,,,,,,,,
34606927,2014-09-30,2014-09-30,ID_15,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,80000.0,-14525.0,14525.0,-94525.0,14525.0,150.0,14375.0,
34606927,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2014-10-01,2015-09-30,ID_10,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2014-10-01,2015-09-30,ID_12,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2014-10-01,2015-09-30,ID_16,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
34606927,2014-10-01,2015-09-30,ID_17,,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2I4L2RjL2Q4LzQ4ZTEtNGU4Zi1hZDRhLWU5OTc0NmYwYTY1Ng.pdf,http://regnskaber.virk.dk/72960643/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2IzL2QzL2EwLzNlZGYtNGIyMS1iOTYyLTYxZjI0NDVjZDM5Ng.xml,"5230, Odense M",GoldschmidtsvÃ¦nget 6,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-03-15,2012-07-01,2016-03-15,34606927.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for BENTIM HOLDING ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bente BrÃ¼nner,BENTIM HOLDING ApS,4audit,"Hellerup, den 15. marts 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2015-09-30,2014-10-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22117432,indberetninger-20180424,2.5118417999999996,34606927.0,,2018-03-29T05:19:56.124Z,2016-03-16T19:19:42.609Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-42-MN,2016-03-16T19:19:42.709Z,,,,,,,,,,,,,,
