entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31420660,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,5480378.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2015-07-01,2016-06-30,ID_12,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,-7522563.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,2142185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,-5532.0,1989069.0,266234.0,93471.0,29049.0,2185349.0,-5532.0,43164.0,,,,,,,,,,,,,,,,,,,,,
31420660,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,16090952.0,3492908.0,126000.0,4554598.0,15946230.0,16090952.0,144722.0,11536354.0,3231845.0,11536354.0,8304509.0,1061690.0,100000.0,22845.0,15697385.0,144722.0,1061690.0,0.0,144722.0,0.0,
31420660,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,471335.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,0.0,16964.0,461371.0,7094.0,18309.0,489550.0,0.0,18215.0,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,-354370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1Lzk4LzFhL2QwLzc0OWUtNDkzMy04NDhmLWU4ODJjNDNlZDQ0OA.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2MzLzc3L2YzLzY5ODAtNGU3Zi1hZWFjLWQ1MTY0ZDYwNWRlNg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-29,2017-11-29,2017-11-29,35050469.0,31420660.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,Anders Christiansen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-11-29,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:24762460,indberetninger-20180424,2.5124211,31420660.0,,2018-03-27T22:13:20.474Z,2017-11-30T13:22:13.951Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-25-VG,2017-11-30T13:22:23.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Eriksen
