entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31420660,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_12,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-16965.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,471335.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,16964.0,461371.0,7094.0,18309.0,489550.0,18215.0,,,,,,,,,,,,,,,,,,,,,
31420660,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-354370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,15914643.0,3874461.0,126000.0,5072882.0,15914643.0,15914643.0,0.0,10841761.0,3248810.0,10841761.0,7592951.0,477739.0,100000.0,39810.0,15648833.0,0.0,1198421.0,717190.0,0.0,3492.0,
31420660,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,368108.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,148775.0,375566.0,94061.0,0.0,430280.0,62172.0,,,,,,,,,,,,,,,,,,,,,
31420660,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-148775.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2017-07-01,2018-06-30,ID_13,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,-130833.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31420660,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2EzL2RiL2QwL2Y1ZGEtNGQ4Ny04NmUyLTcwMGFhMmQwNGQ1MQ.pdf,http://regnskaber.virk.dk/06602413/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzJiLzNjLzQ2LzBiMDQtNGNiMS1hYThkLTdkNmQ4NTgxN2ZlZQ.xml,true,"Nakskov, 4900",Vejlegade 41,Til kapitalejerne i TE Invest af 13/2 2008 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2018-11-30,35050469.0,31420660.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for TE Invest af 13/2 2008 ApS.,Ãrsrapport,JÃ¸rn Christensen,Thomas Eriksen,AC Revision ApS,TE Invest af 13/2 2008 ApS,AC Revision ApS,Nakskov,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-30,Nakskov,54931080.0,RevisionspÃ¥tegning,urn:ofk:oid:26432616,indberetninger-20180424,2.5122902000000003,31420660.0,AWeIUq0Ret7j816DxWBi,2018-12-07T11:00:35.286Z,2018-12-07T10:59:37.921Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-08-ZD,2018-12-07T10:59:38.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
