entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Dividend,DividendPaid,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfAuditor,NameOfAuditFirm
19944492,2011-07-01,2012-06-30,c213,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,400000.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19944492,2011-07-01,2012-06-30,c235,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,-486735.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19944492,2011-07-01,2012-06-30,c68,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,-86735.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,914.0,3164.0,4.0,-31771.0,46774.0,46774.0,1303145.0,1184099.0,3300.0,60386.0,16685.0,996525.0,16355.0,67747.0,13055.0,7361.0,52340.0,-165820.0,1831890.0,4012514.0,18419.0,-27693.0,-27693.0,1215701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19944492,2012-06-30,2012-06-30,c69,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,1813341.0,3348.0,150000.0,1676099.0,10411.0,993049.0,137242.0,245296.0,1813341.0,820292.0,137242.0,308924.0,398.0,150000.0,137242.0,400000.0,245296.0,443049.0,401040.0,820292.0,0.0,1427455.0,1316771.0,110328.0,99875.0,,,,
19944492,2012-07-01,2012-07-01,c25,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,
19944492,2012-07-01,2012-07-01,c275,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068496.0,1205739.0,,
19944492,2012-07-01,2012-07-01,c45,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443049.0,,,,,,,,,,,,,,,,,,,,,,,
19944492,2012-07-01,2012-07-01,c48,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,
19944492,2012-07-01,2013-06-30,c1,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,14874.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,37.0,-13082.0,4.0,18052.0,52327.0,52327.0,1384611.0,1429510.0,106.0,37117.0,25640.0,1017111.0,11743.0,39052.0,11637.0,1935.0,54672.0,-7428.0,2134417.0,4581038.0,35025.0,5007.0,5007.0,1269274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Ludvigsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab
19944492,2012-07-01,2013-06-30,c125,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19944492,2012-07-01,2013-06-30,c146,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Ludvigsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab
19944492,2012-07-01,2013-06-30,c212,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8vcGRmcy8xOTk0NDQ5MjtBcFMyMzUyODU7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/29444991/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDkyNV8xMTA3NDlfOTc0.xml,64925.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,0.0,-400000.0,sdsmail@sds.dk,www.sds.dk,19944492.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,Super DÃ¦k Service - Aalborg City ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,0.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:12905474,indberetninger-20180424,2.5124211,19944492.0,,2018-04-01T18:37:06.138Z,2013-09-25T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-275.904,2013-09-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
