entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
28319827,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
28319827,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,6047.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
28319827,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,740.0,,,,,,,,,,,,,,,,
28319827,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,740.0,-5250.0,5214.0,-36.0,-5250.0,-776.0,,,,,,,,,,,
28319827,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,740.0,,,,,,,,,,,,,,,,
28319827,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,131787.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,133787.0,125000.0,133787.0,8.0,133787.0,2000.0,2000.0,6787.0,2000.0,133787.0,133779.0
28319827,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
28319827,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,6787.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
28319827,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
28319827,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2QyLzYxLzZlLzg0NmYtNDhhMC1iMWJmLTI1YjdjYjc0M2RlNw.pdf,http://regnskaber.virk.dk/72891382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Q5LzAxL2ZkLzYzZjItNDU4Ni05YjFmLWU3ZWY5MzZkNTA1Nw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HillerÃ¸d,3400.0,13.0,Ãbuen,"8240, Risskov","Voldbjergvej, 16, 2. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-13,2019-05-13,2019-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,6787.0,32285201.0,28319827.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Komplementarselskabet Halmstad Stenalyckan ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Sigurd Hundrup,Sigurd Hundrup,"Martinsen, Statsautoriseret Revisionspartnerselskab",Komplementarselskabet Halmstad Stenalyckan ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HillerÃ¸d,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-13,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27162467,indberetninger-20180424,2.5117111,28319827.0,AWrE6jWpRYGX6_YTHxAY,2019-05-17T08:31:02.116Z,2019-05-17T08:30:43.870Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-DG,2019-05-17T08:30:44.037Z,,,,,,,,,,,,,,,,,
