entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
31079721,2017-06-01,2018-05-31,c109,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,106000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2017-06-01,2018-05-31,c123,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,-39000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2017-06-01,2018-05-31,c3,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,544000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,-21000.0,444000.0,40000.0,12000.0,177000.0,572000.0,-21000.0,28000.0,,,,,,,,,,,,,,,,,,,,
31079721,2017-06-01,2018-05-31,c475,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,477000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2018-05-31,2018-05-31,c4,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,11407000.0,2000.0,134000.0,4793000.0,11331000.0,11407000.0,76000.0,6614000.0,6325000.0,6614000.0,289000.0,14000.0,0.0,106000.0,4169000.0,6922000.0,76000.0,4791000.0,4791000.0,62000.0
31079721,2018-06-01,2019-05-31,c1,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,1546126.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,-18159.0,1447653.0,55217.0,30951.0,166593.0,1571821.0,-18159.0,25695.0,,,,,,,,,,,,,,,,,,,,
31079721,2018-06-01,2019-05-31,c108,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,108000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2018-06-01,2019-05-31,c114,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,1447653.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2018-06-01,2019-05-31,c122,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,-9527.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079721,2018-06-01,2019-05-31,c71,,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRjL2FkL2YzLzMyYjMtNGQxMy1iYWYzLWI1ZGQ5ODNmNTZjYg.pdf,http://regnskaber.virk.dk/12797013/ZG9rdW1lbnRsYWdlcjovLzAzLzA0Lzg5L2E1LzlkLzg4ZjMtNDZkYi1hZmZmLWQ2MTE0NWE2NDI3Mg.xml,Danmark,Padborg,6330.0,6.0,Torvegade,SÃ¸nderborg,6400.0,2.0,Brohovedvej,"6330, Padborg","Torvegade, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",2019-09-17,2019-09-17,2019-09-17,Statsaut. revisor,Andre eksterne omkostninger omfatter omkostninger til salg og administration,18061635.0,31079721.0,18061635.0,mne19744,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for RS Venture ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Thomsen,Claus Thomsen,Ronni SÃ¸by,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",RS Venture ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-09-17,Padborg,RevisionspÃ¥tegning,urn:ofk:oid:27843381,indberetninger-20180424,2.511682,31079721.0,AW1devqUIXJRhhXBN5y3,2019-09-23T09:37:24.547Z,2019-09-23T09:36:42.915Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CV-86-UG,2019-09-23T09:36:43.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
