entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughChangesInAccountingPolicies,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdministrativeExpenses,AverageNumberOfEmployees,CostOfProduction,DistributionCosts,EmployeeBenefitsExpense,EquityRatio,GrossMargin,GrossResult,InvestmentInPropertyPlantAndEquipment,OperatingMargin,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RemunerationOfManagementCategories,ResultsFromNetFinancials,ReturnOnEquity,Revenue,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,EmailOfAuditor,IdentificationOfApprovedAnnualReport,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
25690230,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,2000000.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,15305862.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,2808979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,2808979.0,7011696.0,21.0,76017756.0,1124532.0,12619607.0,33.9,13.6,11916047.0,3862000.0,5.0,362586.0,881884.0,2470.0,111781.0,645810.0,883666.0,3657996.0,4425629.0,611619.0,768000.0,15.0,87933803.0,152084.0,849017.0,11221271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,2808979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,20114841.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,59397860.0,20614.0,755256.0,2000000.0,29938352.0,219825.0,811413.0,3733772.0,59397860.0,38145728.0,2497143.0,8835739.0,11332882.0,29459508.0,0.0,3016123.0,157667.0,28648095.0,29459508.0,1137291.0,1137291.0,3733772.0,18114841.0,2789894.0,1400855.0,26812846.0,6750949.0,79665.0,26183966.0,7013994.0,917544.0,11857816.0,18037224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,2000000.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,18114841.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2018-01-01,2018-01-01,c154,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32341704.0,68283433.0,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2018-01-01,2018-01-01,c157,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239801.0,1051214.0,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2018-01-01,2018-01-01,c177,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,2000000.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690230,2018-01-01,2018-01-01,c195,,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzBkLzZmLzVjLzc4YWQtNGRlYS05NmFjLTAxZmVkNDliNDAxNQ.pdf,http://regnskaber.virk.dk/03209652/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2Y0L2ZiL2Y4L2I3NDItNDhjNi04MDZkLTJiYjMxMTdmYTgxYw.xml,Hedehusene,2640.0,6.0,VadsbystrÃ¦de,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",2019-05-13,2019-05-13,2000-05-03,2019-05-13,18114841.0,25690230.0,34209936.0,-515428.0,Ãrsrapport,Lars Pries Stoltze,Christian BÃ¸ggild Smed Christensen,Solum Roskilde A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hedehusene,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,2019-05-13,KÃ¸benhavn,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27198486,indberetninger-20180424,2.5118417999999996,25690230.0,AWrfOMsMRYGX6_YTH6Ie,2019-05-22T11:06:51.265Z,2019-05-22T11:06:41.705Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-11-ML,2019-05-22T11:06:42.011Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
