entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AdditionsToIntangibleAssets,AdditionsToInvestments,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AmortisationOfIntangibleAssets,ChangeInIntercompanyProfitsOnInventoriesOfInvestments,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsWithNegativeEquityTransferredToProvisions,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherAdjustmentsRelatedToInvestments,OtherRegulationsImpairmentLossesAndDepreciations,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossRelatedToInvestments,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CostOfSales,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,DecreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,RelatedEntityLegalForm,RelatedEntityName,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
27924778,2013-01-01,2013-12-31,c177,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",1000000.0,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924778,2013-01-01,2013-12-31,c183,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",0.0,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924778,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",6443662.0,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924778,2013-01-01,2013-12-31,c4,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",7443662.0,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,-101439.0,10.0,43264724.0,2484825.0,2464775.0,6471549.0,1621887.0,1167192.0,19141175.0,0.0,195000.0,242673.0,22982.0,52201.0,347617.0,5623703.0,1839869.0,1462066.0,9757.0,369589.0,9827048.0,10204851.0,68019845.0,31860.0,2383386.0,5722483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924778,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,8965961.0,30436739.0,9343941.0,192967.0,20965335.0,60331.0,9737675.0,374908.0,8965961.0,30436739.0,18515463.0,3366667.0,130535.0,0.0,3366667.0,9471404.0,130535.0,1491732.0,175586.0,374908.0,2183601.0,2183601.0,0.0,9544708.0,22.0,1081628.0,15148796.0,1566666.0,1087617.0,11621394.0,80000.0,132240.0,1147415.0,9788891.0,10158062.0,,,,,,,,,,,
27924778,2014-01-01,2014-01-01,c136,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5108625.0,14074586.0,,,,,,,,,
27924778,2014-01-01,2014-01-01,c235,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413719.0,788627.0,,,,,,,
27924778,2014-01-01,2014-01-01,c261,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264538.0,1344538.0,,,,,
27924778,2014-01-01,2014-01-01,c312,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27924778,2014-01-01,2014-01-01,c339,,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzFkL2U2L2UzLzU4L2RlYTAtNGIwNS05ZmY2LThmNTIzOTYwZDZiMg.pdf,http://regnskaber.virk.dk/87742972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzgyLzJmLzdlLzJlM2YtNDdkYy04Y2Y1LWMwYzUwODkyNDFhNg.xml,12989859.0,2382890.0,100000.0,480768.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"18, 1",Centerholmen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,2814917.0,-119247.0,Regnskabsklasse B,2015-06-02,2015-06-02,2004-07-01,2015-06-02,174154.0,statsaut. revisor,46154536.0,www.satcom1.com,27924778.0,30700228.0,Ãrsrapport,54139.0,Carsten Collin,SÃ¸ren Elmann Ingerslev,Henrik Bo Zinck,Satcom1 ApS,Ernst & Young Godkendt Revisionspartnerselskab,2392940.0,-1264538.0,"Greve, den",,10716166.0,Greve,2014-12-31,2014-01-01,2015-06-02,"KÃ¸benhavn, den",46154546.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5492851,indberetninger-20180424,2.5118437,27924778,,2018-03-30T17:00:25.478Z,2015-06-10T12:21:18.558Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-ZV,2015-06-10T12:21:18.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
