entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,ExplanationOfNotDisclosingCashFlowsStatements,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProvisionsForInvestmentsInGroupEnterprises,AdditionsToInvestments,AdjustmentsOfHedgingInstrumentsAtFairValueOfInvestments,AmortisationOfGoodwillOfInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,InvestmentsWithNegativeEquityTransferredToProvisions,OtherChangesInEquityOfInvestmentsNet,ProfitLossRelatedToInvestments,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AdministrativeExpenses,AverageNumberOfEmployees,CostOfProduction,CurrentTaxExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceExpenses,ExchangeRateAdjustmentsOtherFinanceIncome,GrossResult,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLoss,RefundInJointAssessment,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,Revenue,TaxExpense,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionMethodsOfRecognitionAndMeasurementBasisForCashFlowsStatement,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfAdministrativeExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfProduction,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfSignificantEventsOccurringAfterEndOfReportingPeriod,IdentificationOfApprovedAnnualReport,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnRelatedEntities,InformationOnTransactionsWithRelatedPartiesConcludedUnderNormalMarketConditions,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,ValueAdjustmentsOfEquity,AdjustmentsOfHedgingInstrumentsAtFairValue,ProfitLlossFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio
28118236,2017-01-01,2017-01-01,c311,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,316355000.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,1359001000.0,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-01-01,2017-01-01,c62,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,28798000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-01-01,2017-12-31,c313,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,15905000.0,1291000.0,-2500000.0,9439000.0,29800000.0,-3337000.0,204258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-01-01,2017-12-31,c387,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,302000.0,-187000.0,1224000.0,0.0,346598000.0,270000.0,91.3,1246000.0,91000.0,7237000.0,201758000.0,4841000.0,61000.0,0.0,6098000.0,152000.0,11000.0,201440000.0,0.0,196000000.0,0.3,11.9,353835000.0,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-01-01,2017-12-31,c456,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,201758000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-01-01,2017-12-31,c58,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,-318000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-12-31,2017-12-31,c315,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,555306000.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,1374906000.0,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2017-12-31,2017-12-31,c59,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,58598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930212000.0,1964387000.0,8209000.0,60000000.0,34175000.0,687000.0,1793408000.0,18861000.0,1964387000.0,112381000.0,1930212000.0,18861000.0,1930212000.0,0.0,0.0,6099000.0,58598000.0,496708000.0,1236700000.0,112381000.0,39562000.0,64809000.0,7105000.0,319000.0,270000.0,7740000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2018-01-01,2018-01-01,c156,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118236,2018-01-01,2018-01-01,c168,,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZkLzY5L2Y3LzkxNGEtNDhlNy1hNDQ4LWNkYWIwZGEyOWE5ZQ.pdf,http://regnskaber.virk.dk/63281182/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE2LzJlLzZiLzIwNGYtNDIyZS1hMjgwLTlmOGUwMDZlZTA2Zg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, stor virksomhed",2019-06-06,2004-09-30,2019-06-06,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97300001,www.vestas.com,33771231.0,28118236.0,28118236.0,Ãrsrapport,,Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Central Europe A/S,Vestas Central Europe A/S,100.0,60000.0,2017-01-01,2017-12-31,Aarhus,2018-12-31,2018-01-01,2019-06-06,Hellerup,+45 97300000,formand,RevisionspÃ¥tegning,urn:ofk:oid:27533882,indberetninger-20180424,2.3631822999999996,28118236.0,AWtrFItBjptzAuyFilww,2019-06-18T14:54:45.647Z,2019-06-18T14:53:53.981Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-50-MQ,2019-06-18T14:53:56.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
