entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,ExchangeRateLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AdditionsToPropertyPlantAndEquipment,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,NameOfAuditFirm
34206872,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,3539694.0,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34206872,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,3539694.0,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,0.0,-9000.0,1007904.0,197903.0,197903.0,0.0,4945392.0,265198.0,45663.0,273534.0,64643.0,8336.0,18980.0,4538598.0,4747489.0,998904.0,998904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34206872,2016-12-31,2016-12-31,c109,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,33077914.0,559078.0,80000.0,31105585.0,58000.0,32425860.0,52668.0,15268431.0,1919661.0,33077914.0,652054.0,1972329.0,234398.0,0.0,80000.0,1972329.0,0.0,0.0,32345860.0,652054.0,0.0,15278076.0,14859427.0,406406.0,11250.0,360649.0,,,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-01-01,c0,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-01-01,c179,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700035.0,2619696.0,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-01-01,c188,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16029.0,68697.0,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-01-01,c20,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,32345860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-12-31,c105,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,2285704.0,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-12-31,c183,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,198990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8706499.0,,,,,,,,,,,,,,,,,,,
34206872,2017-01-01,2017-12-31,c189,,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzI1L2Q3L2MxL2VjZWQtNDJkZS1iYmE1LWExZGVhYzU4ZjM4ZA.pdf,http://regnskaber.virk.dk/27860243/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzRkL2FjL2M0LzJkOGItNDViNi05YWYxLTUxM2MxYWMxMTU1YQ.xml,Danmark,Skjern,6900.0,40.0,Ãstergade,Varde,6800.0,15.0,Gl KÃ¦rvej,6800 Varde,Gl. KÃ¦rvej 15,Regnskabsklasse B,2018-06-11,2018-06-11,statsautoriseret revisor,33771231.0,34206872.0,37347531.0,mne24746,Ãrsrapport,Jim Helbo Laursen,Thomas Vincentius Maria Heerkens,Thomas Vincentius Maria Heerkens,SÃ¸hÃ¸jlandet Centerbygning ApS,Landal Greenparks ApS,Varde,2016-01-01,2016-12-31,,Varde,2017-12-31,2017-01-01,1.0,Skjern,RevisionspÃ¥tegning,urn:ofk:oid:25882874,indberetninger-20180424,2.5124266,34206872.0,AWQcS_540wkEsASkt7Vq,2018-06-20T08:25:06.449Z,2018-06-20T08:24:57.827Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-66-VS,2018-06-20T08:24:58.019Z,,,,,13740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264460.0,,,,,,,,,,,,,,,,,,,
