entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33052405,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,163160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
33052405,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,-163160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,297426.0,134356.0,90.0,-163160.0,-163070.0,0.0,,,,,,,,,,,,,,,,,,
33052405,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,272782.0,84266.0,80000.0,272782.0,223589.0,167064.0,272782.0,49193.0,167064.0,0.0,36181.0,143589.0,49193.0,21452.0,3747.0,13012.0,17705.0,
33052405,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,-151384.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,756.0,-151060.0,4.0,-151820.0,-151817.0,-436.0,,,,,,,,,,,,,,,,,,
33052405,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
33052405,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
33052405,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,Lisbeth Malene May
33052405,2017-07-01,2018-06-30,ID_4,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
33052405,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
33052405,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhhLzBhLzAyLzRhYzktNDk4MC1hODNmLTEwMzYyNGJmZTk3ZA.pdf,http://regnskaber.virk.dk/50425033/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2Q0LzMxLzVhLzgyMzctNDAwYi04ZDM3LTQ1ZjU2NWU0MzM1Mg.xml,true,"Ãrhus C, 8000","Park AllÃ© 5, 4.",Til den daglige ledelse i Rifraf ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Rifraf ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-19,2018-11-19,2010-06-30,2018-11-29,86046717.0,33052405.0,86046717.0,mne1480,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Rifraf ApS.,Ãrsrapport,Bendt   Stendahl,Lisbeth Malene May,Revisionsfirmaet Bendt Stendahl,Rifraf ApS,"Revisionsfirmaet Bendt Stendahl, Registreret revisionsvirksomhed",Solberg,2016-07-01,2017-06-30,151384.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-06-30,2017-07-01,false,2018-11-15,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26444489,indberetninger-20180424,2.5124211,33052405.0,AWecoPs-et7j816DxYAc,2018-12-11T09:37:38.064Z,2018-12-11T09:37:33.319Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-96-FM,2018-12-11T09:37:33.492Z,,,,,,,,,,,,,,,,,,,,,,,,
