entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
27661793,2015-07-01,2016-06-30,c175,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,-441773.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",-1111331.0,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,503137.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,8365476.0,4007905.0,7862339.0,4007905.0,EgÃ¥,2015-07-01,2016-06-30,-2833309.0,-4386413.0,-28842.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,-1553104.0,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,,
27661793,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,-2833309.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,,
27661793,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,64622948.0,6676773.0,125000.0,2230079.0,548176.0,64622948.0,64074772.0,1.0,54579260.0,608157.0,25505.0,423176.0,15429755.0,54579260.0,64074772.0,48023735.0,3366915.0,0.0,0.0,1111331.0,13125.0,,
27661793,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,125000.0,,,,,,,,,,,,,,,,,,
27661793,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,423177.0,,,,,,,,,,,,,,,,,,
27661793,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,1667829.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",-30387.0,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,468578.0,21860.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,672181.0,12135278.0,203603.0,12113418.0,EgÃ¥,2015-07-01,2016-06-30,9801882.0,11439324.0,-23773.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,1637442.0,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
27661793,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,9801882.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,,
27661793,2016-07-01,2017-06-30,c254,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,9801882.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,,
27661793,2016-07-01,2017-06-30,c305,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
27661793,2016-07-01,2017-06-30,c637,,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2IxLzRlL2I0L2ZlYjMtNDMxYS04ZTI2LWJjNmI1MDc5Mzk4Nw.pdf,http://regnskaber.virk.dk/39716672/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzUwL2IxLzM3L2FmNjItNGJmMi04MjhhLWYyOTNmMGM4MjJiYg.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Horsens,8700.0,18-20,SÃ¸ndergade,8250 EgÃ¥,Ved Stranden 143,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i TP Holding 04 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-17,2004-03-15,2017-10-25,Statsautoriseret revisor,20222670.0,27661793.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for TP Holding 04 ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Torben Huss,Torben Huss,Sydbank,TP Holding 04 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,EgÃ¥,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-06-30,2016-07-01,true,2017-10-17,Aarhus,,urn:ofk:oid:24646231,indberetninger-20180424,2.5097342,27661793.0,,2018-03-27T14:46:15.345Z,2017-10-31T12:23:48.008Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-93-GY,2017-10-31T12:23:48.221Z,,,,,,,,,,,,,,,,,,,,,,,
