entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfAccountingPolicies,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermReceivables,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
29781133,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",0.0,0.0,0.0,29781133.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,0.0,0.0,0.0,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,0.0,false,0.0,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,135000.0,0.0,0.0,125000.0,10000.0,125000.0,0.0,0.0,0.0,0.0,0.0,135000.0,10000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0
29781133,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",0.0,0.0,0.0,29781133.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,0.0,0.0,0.0,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,0.0,false,0.0,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzgxLzgxLzYxL2IxYzAtNDdmNC1iOTU0LTgxNGZhNTMxZTY4Yg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Q0LzAzLzllL2NhMTYtNGRiNC1iZjgxLTgyNTc0NmFhOWYxMQ.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM4LzI1LzY2L2ZkYmItNDhkNy1iZmI4LTA4ZGM0NGRiYmQwNg.xml,true,KÃ¸benhavn V,1608.0,"4, 3 th",Jernbanegade,2300 Kbh. S.,Cumberlandsgade 1 st,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrsrapport fremlagt i.h.t. klasse B virksomheder</p>",,,,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen forventer ikke i regnskabsÃ¥ret 2019 vÃ¦sentlige aktiviteter.</p>",Peter Mark Lohmann,GROUP 689 ApS,ml@p-capital.eu,,,0.0,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,89887846.0,false,true,Ingen bistand,urn:ofk:oid:27684897,indberetninger-20180424,2.595364,29781133.0,AWv25PiBIXJRhhXBMBWZ,2019-07-15T18:28:53.000Z,2019-07-15T18:28:48.935Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BY-24-ER,2019-07-15T18:28:49.126Z,135000.0,0.0,0.0,125000.0,10000.0,125000.0,0.0,0.0,0.0,0.0,0.0,135000.0,10000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0
