entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
29781133,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,0.0,ml@p-capital.eu,0.0,0.0,0.0,29781133.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,0.0,0.0,0.0,2016-01-01,2016-12-31,0.0,0.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,135000.0,0.0,0.0,125000.0,10000.0,125000.0,0.0,0.0,0.0,0.0,0.0,135000.0,10000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0
29781133,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,0.0,ml@p-capital.eu,0.0,0.0,0.0,29781133.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,0.0,0.0,0.0,2016-01-01,2016-12-31,0.0,0.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29781133,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzYxLzA3L2RlLzkzZjgtNDc2ZC1hYzMwLTI0ODdlNzE3YTY4Zg.xhtml,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBiLzhlL2ZjL2Q3Y2MtNGU0NC04N2UwLWE4NzllZGUwM2ZhZA.pdf,http://regnskaber.virk.dk/33118792/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzRjL2QzL2Q5L2U3MTAtNDFhYy05Yjg0LWZhZTY5MzM5YzliNg.xml,true,Danmark,DK,KÃ¸benhavn K,1160.0,"9, 2",Amagertorv,1364 Kbh. K.,NÃ¸rre Farimagsgade 65 1. th.,Regnskabsklasse B,2018-07-06,,ml@p-capital.eu,,,0.0,29781133.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Lohmann,Bank Nordic,GROUP 689 ApS,Mark Lohmann,,,0.0,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,52717151.0,false,true,Ingen bistand,urn:ofk:oid:25975030,indberetninger-20180424,2.5926009999999997,29781133.0,AWR-M18i0wkEsASkuas9,2018-07-09T08:41:16.214Z,2018-07-09T08:40:50.355Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AT-24-LU,2018-07-09T08:40:50.537Z,135000.0,0.0,0.0,125000.0,10000.0,125000.0,0.0,0.0,0.0,0.0,0.0,135000.0,10000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0
