entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33575114,2014-05-01,2015-04-30,c3,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,-4031.0,33575114.0,1000218242.0,5052721.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,65200.0,101927.0,Vodskov,2014-05-01,2015-04-30,5077734.0,5085417.0,-4031.0,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,7683.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,,,,,,,,,,,,,,,,,
33575114,2014-05-01,2015-04-30,c5,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,1688884.0,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,,,,,,,,,,,,,,,,,
33575114,2014-05-01,2015-04-30,c7,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,3388850.0,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,,,,,,,,,,,,,,,,,
33575114,2015-04-30,2015-04-30,c9,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,7699835.0,1675069.0,80000.0,5848902.0,5391947.0,7699835.0,2307888.0,1850933.0,1850933.0,1850933.0,58333.0,1757599.0,3554348.0,2307888.0,2238500.0,4173833.0,4115500.0,61388.0,8000.0,,
33575114,2015-05-01,2015-05-01,c10,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,80000.0,,,,,,,,,,,,,,,,
33575114,2015-05-01,2015-05-01,c11,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,1757599.0,,,,,,,,,,,,,,,,
33575114,2015-05-01,2015-05-01,c12,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,3554348.0,,,,,,,,,,,,,,,,
33575114,2015-05-01,2015-05-01,c13,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,5391947.0,,,,,,,,,,,,,,,,
33575114,2015-05-01,2016-04-30,c0,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,-7734.0,33575114.0,1000218242.0,261618.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,37155.0,180030.0,Vodskov,2014-05-01,2015-04-30,367028.0,396759.0,-7734.0,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,29731.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,,,,,,,,,,,,,,,,,
33575114,2015-05-01,2016-04-30,c1,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzY0Lzk4L2Q4LzI1OGEtNGNiMC05OGEzLWQ0ZTIzNzZjYzRlMQ.xhtml,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzliLzgzLzYxL2JkOWUtNGVlMy05ZmNmLWQ2NTk3MTU1MGU0YQ.pdf,http://regnskaber.virk.dk/41157533/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdmLzI2LzRhL2YwYTktNGI0Ni04OTk5LWYxZDc2NDk5NWM5OA.xml,true,Danmark,DK,Vodskov,9310.0,84.0,Kornelparken,Vodskov,9310.0,5.0,GrÃ¸nningen,9310 Vodskov,Kornelparken 84,Til kapitalejerne i TP HOLDING VODSKOV ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-03,2016-10-03,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,33575114.0,1000218242.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Thomas Pedersen,Thomas Pedersen,Spar Nord,TP HOLDING VODSKOV ApS,Revisionsfirmaet Ole Dahl,,,Vodskov,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,false,false,2016-10-03,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23025469,indberetninger-20180424,2.5925990000000003,33575114.0,,2018-03-28T15:17:21.166Z,2016-10-04T10:57:17.904Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-86-PU,2016-10-04T10:57:18.118Z,,,,,,,,,,,,,,,,,,,,11328881.0,REVISIONSFIRMAET OLE DAHL
