entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermDebtToBanks,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
10608872,2013-04-01,2014-03-31,c6,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",306889.0,115708.0,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,1132.0,Rejsby,2013-04-01,2014-03-31,-192313.0,-192313.0,-191181.0,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,0.0,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,
10608872,2013-04-01,2014-03-31,c8,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,-192313.0,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,
10608872,2014-03-31,2014-03-31,c10,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,2121827.0,93590.0,1000000.0,179248.0,1593.0,961139.0,22500.0,1596738.0,2121827.0,1160688.0,1118936.0,1118936.0,1942579.0,18152.0,12773.0,345841.0,1942579.0,22500.0,-38861.0,41752.0,63158.0,48792.0,23600.0,,
10608872,2014-04-01,2015-03-31,c0,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,37800.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",266222.0,42303.0,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,1282.0,Rejsby,2013-04-01,2014-03-31,-263001.0,-263001.0,-261719.0,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,0.0,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,
10608872,2014-04-01,2015-03-31,c1,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,REVIKON Revisionskontoret I/S,
10608872,2014-04-01,2015-03-31,c2,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,
10608872,2014-04-01,2015-03-31,c3,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,Tage Petersen
10608872,2014-04-01,2015-03-31,c4,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,Simon August Lenger
10608872,2014-04-01,2015-03-31,c5,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaas de Wilde
10608872,2014-04-01,2015-03-31,c7,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzY0L2Q2Lzk5LzVjZDItNGVhNy04ZDgwLTExNzUxM2E1Yzc5MQ.xhtml,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzBmLzMwLzdiL2YwY2YtNGIzYy05Yzg5LWM0OTk1YzhlNzkwMQ.pdf,http://regnskaber.virk.dk/27880601/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzZmL2EyLzFlLzAyOTktNGZiNy1iODBhLTc3ZDQ4NDhlMjViYw.xml,Danmark,DK,Thisted,7700.0,"4, 2",Toldbodgade,6270 TÃ¸nder,Storegade 28,SkÃ¦rbÃ¦k,6780.0,16.0,Rejsby Landevej,7700 Thisted,"Toldbodgade 4, 2. sal",Til den daglige ledelse i Dan Shellfish A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-08-18,2015-08-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har udstedt ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000), der giver pant i ovenstÃ¥ende grunde og bygninger samt materielle anlÃ¦gsaktiver. Heraf er ejerpantebreve pÃ¥ i alt TDKK 0 (2013/2014: 0) deponeret til sikkerhed for gÃ¦ld til kreditinstitutter, mens ejerpantebreve pÃ¥ i alt TDKK 8.000 (2013/2014: 8.000) henligger i selskabets besiddelse.</p>",,,15728000.0,10608872.0,1000967913.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peder Harbo Andersen,Tage Petersen,Tage Petersen,Sydbank A/S,DAN SHELLFISH A/S,Peder Harbo Andersen,,Rejsby,2013-04-01,2014-03-31,-263001.0,,,2015-03-31,2014-04-01,0.0,2015-08-18,Thisted,,26733302.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21387891,indberetninger-20180424,2.5955422,10608872,,2018-03-30T12:59:31.491Z,2015-09-01T21:09:42.817Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AF-96-AP,2015-09-01T21:09:43.061Z,,,,,,,,,,,,,,,,,,,,,,,,,
