entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
30826507,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,-5000.0,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,5000.0,Aalborg,0.0,0.0,-5000.0,Aalborg,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,,,,,
30826507,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,0.0,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,,,,,
30826507,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,125047.0,125000.0,125047.0,125047.0,125047.0,47.0,125047.0,125047.0
30826507,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,125000.0,,,,
30826507,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,47.0,,,,
30826507,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,-5000.0,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,5000.0,Aalborg,0.0,0.0,-5000.0,Aalborg,2014-12-31,2014-01-01,0.0,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,,,,,
30826507,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,,,,,
30826507,2014-01-01,2014-12-31,c29,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,0.0,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,,,,,
30826507,2014-12-31,2014-12-31,c139,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,125000.0,,,,
30826507,2014-12-31,2014-12-31,c160,,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzM3LzI0L2U2LzYzNGMtNDA5Zi04Y2QzLTNlNWQ2MGNjZjNhNw.pdf,http://regnskaber.virk.dk/70562803/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzUzL2FlL2VmL2I1NDMtNDQ1Yi05YTdhLTZkMTU2NTFiOTExNg.xml,DK-9000 Aalborg,c/o Kristensen Properties A/S,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2015-03-06,2007-09-13,2015-04-16,,30826507.0,20438401.0,Ãrsrapport,Anne Marie SÃ¸rensen,Anne Marie SÃ¸rensen,BÃ¼nde 2007 ApS,Kristensen Properties A/S,,Aalborg,,,,Aalborg,2014-12-31,2014-01-01,,Ingen bistand,urn:ofk:oid:5256870,indberetninger-20180424,2.5124297,30826507.0,,2018-03-30T12:45:26.229Z,2015-05-19T09:28:03.406Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-86-NZ,2015-05-19T09:28:03.487Z,,,,47.0,,,,
