entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
36410787,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,-4924.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",0.0,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,11375.0,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,11008.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,12430.0,0.0,1422.0,SÃ¸borg,2017-01-01,2017-12-31,-18881.0,-23805.0,-11375.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,-4924.0,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,,,
36410787,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,-71781.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,,,
36410787,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,52900.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,,,
36410787,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,5149778.0,523.0,125000.0,17366.0,4679315.0,5149778.0,470463.0,5048889.0,5048889.0,5048889.0,52900.0,4501415.0,470463.0,460003.0,100366.0,0.0,83000.0,0.0,,,
36410787,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,125000.0,,,,,,,,,,,,,,,,
36410787,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,4501415.0,,,,,,,,,,,,,,,,
36410787,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,52900.0,,,,,,,,,,,,,,,,
36410787,2018-01-01,2018-01-01,c584,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,5048889.0,,
36410787,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,-4924.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-577.0,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,11000.0,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,14061.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,14292.0,83.0,231.0,SÃ¸borg,2017-01-01,2017-12-31,-19708.0,-25209.0,-11000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,-5501.0,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
36410787,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzI2LzFkL2ZiLzczNmQtNDM0Ni05MzZiLTMxNDg1N2VjNGM3OQ.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2QxLzY2LzRmLzIzY2UtNGY0Mi04NjJhLWZkN2VkY2ZmZjQ1NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i E & F Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-26,2014-10-09,2019-05-23,Statsautoriseret revisor,-52900.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for E & F Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Knud Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,SÃ¸borg,2017-01-01,2017-12-31,-73708.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2018-12-31,2018-01-01,true,2019-04-26,KÃ¸benhavn,,urn:ofk:oid:27219314,indberetninger-20180424,2.5124211,36410787.0,AWrof8miRYGX6_YTH-bA,2019-05-24T06:21:44.104Z,2019-05-24T06:20:49.550Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-56-MD,2019-05-24T06:20:49.693Z,,,,,,,,,,,,,,,,,,,,,
