entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
36410787,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,-5047.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,12500.0,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,10440.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,13315.0,2875.0,SÃ¸borg,2016-01-01,2016-12-31,-20768.0,-25815.0,-12500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,-5047.0,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,,,,
36410787,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,,,,
36410787,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,-72468.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,,,,
36410787,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,5061565.0,234.0,125000.0,12442.0,4749895.0,5061565.0,311670.0,5048889.0,5048889.0,5048889.0,10000.0,51700.0,4573195.0,311670.0,301670.0,12442.0,0.0,,,,
36410787,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,125000.0,,,,,,,,,,,,,,,,
36410787,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,4573196.0,,,,,,,,,,,,,,,,
36410787,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,51700.0,,,,,,,,,,,,,,,,
36410787,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,5048889.0,,,
36410787,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,-4924.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,11375.0,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,11008.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,12430.0,1422.0,SÃ¸borg,2016-01-01,2016-12-31,-18881.0,-23805.0,-11375.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,-4924.0,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,,Til kapitalejeren i E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
36410787,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzNlL2YzLzdkL2MxN2UtNDhlNy1hMjJjLWE0YmVjZWY1NjJiZg.pdf,http://regnskaber.virk.dk/78701463/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2IyL2Q4LzNiLzc2ODQtNGZlYy1iYjlhLTQ3MjQzNzNmYzFkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,Sydmarken 50,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-24,2014-10-09,2018-03-01,Statsautoriseret revisor,-51700.0,,20222670.0,36410787.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for E & F Holding ApS.,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Christian Bach,Christian Bach,E & F Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,SÃ¸borg,2016-01-01,2016-12-31,52900.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2017-12-31,2017-01-01,true,2018-02-24,KÃ¸benhavn,,urn:ofk:oid:25142318,indberetninger-20180424,2.5097342,36410787.0,,2018-04-04T03:53:11.189Z,2018-03-07T08:45:47.082Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-20-KF,2018-03-07T08:45:47.244Z,,,,,,,,,,,,,,,,,,,,,
