entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DescriptionOfMemberOfExecutiveBoardApprovingStatementOfExecutiveAndSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
20655798,2010-10-01,2010-10-01,c450,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,500000.0,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2010-10-01,c474,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,9971614.0,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2010-10-01,c477,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,300000.0,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2011-09-30,c109,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2011-09-30,c123,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,-742881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2011-09-30,c3,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,-442881.0,-73312.0,73312.0,1256837.0,734122.0,-596027.0,-73312.0,-153146.0,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2011-09-30,c475,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,-742881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2010-10-01,2011-09-30,c478,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,300000.0,300000.0,,,,,,,,,,,,,,,,,,,,
20655798,2011-09-30,2011-09-30,c4,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,10028733.0,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,,,10048733.0,173343.0,500000.0,10048733.0,316500.0,10048733.0,20000.0,9432837.0,20000.0,29996.0,300000.0,0.0,0.0,9228733.0,9432837.0,20000.0,442553.0,96057.0,,
20655798,2011-09-30,2011-09-30,c452,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8vcGRmcy8yMDY1NTc5ODtBcFMyNDMwNjI7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/89755602/Y3ZyLmRrOi8veGJybHMvWC05MUU4NDRFQi0yMDEzMDEzMV8xNTI5NDZfMjI1.xml,Danmark,6700 Esbjerg,Kirkegade 9,6710  Esbjerg,SÃ¦dding Strandvej 105,6700 Esbjerg,Kirkegade 9,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 7. marts 1900 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-17,2012-12-17,1998-01-01,2013-01-12,500000.0,32285201.0,20655798.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for R.K.R. Holding ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for R.K.R. Holding ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rgen Villemoes,SÃ¸ren RishÃ¸j,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jyske Bank A/S,R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2012-09-30,2011-10-01,2012-12-17,Esbjerg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,76 11 44 00,urn:ofk:oid:13385164,indberetninger-20180424,2.5124277999999998,20655798.0,,2018-04-01T14:47:34.003Z,2013-01-31T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-345.613,2013-01-31T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
