entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
20655798,2014-10-01,2014-10-01,c450,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,500000.0,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2014-10-01,c474,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,11583760.0,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2014-10-01,c477,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,600000.0,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2015-09-30,c109,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2015-09-30,c123,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,-28328.0,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2015-09-30,c3,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,571672.0,-45081.0,45081.0,694417.0,1490418.0,750920.0,-45081.0,179248.0,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2015-09-30,c475,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,-28328.0,,,,,,,,,,,,,,,,,,,,,,,,,
20655798,2014-10-01,2015-09-30,c478,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,600000.0,600000.0,,,,,,,,,,,,,,,,
20655798,2015-09-30,2015-09-30,c4,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,12655432.0,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,,,12767859.0,366845.0,500000.0,12767859.0,12767859.0,112427.0,12312168.0,25999.0,88846.0,600000.0,11555432.0,12312168.0,112427.0,88846.0,86428.0,0.0
20655798,2015-09-30,2015-09-30,c452,,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzZjLzBhLzdkLzBkNWYtNDUyZS04YTA1LTI5ZTFlNDY1M2ViNA.pdf,http://regnskaber.virk.dk/89755602/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzZjLzE3L2M1LzU3OTQtNGU0OS1hMGUxLTMyMTczYWRkYzkyOA.xml,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Esbjerg V,6710.0,65.0,LÃ¸vens Kvarter,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-10,2017-01-10,1998-01-01,2017-01-27,statsautoriseret revisor,500000.0,32285201.0,20655798.0,32285201.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015/16 for R.K.R. Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mikkel Boeck Eisgart,SÃ¸ren RishÃ¸j,Lene Rysgaard,Lene Rysgaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",R.K.R. Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-10,Esbjerg,76 11 44 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23442318,indberetninger-20180424,2.5124211,20655798.0,,2018-03-27T13:30:43.871Z,2017-02-01T12:07:44.141Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-85-FC,2017-02-01T12:07:44.389Z,,,,,,,,,,,,,,,,,,,,,,,,,,
