entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfAuditor,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
19948692,2013-05-01,2013-05-01,c720,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-05-01,2013-05-01,c741,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,4255451.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-05-01,2014-04-30,c123,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,24468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-05-01,2014-04-30,c3,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,24468.0,88523.0,4751986.0,4912006.0,62710.0,2120.0,40945.0,2120.0,284991.0,36402.0,-2423.0,30864.0,11934.0,4373421.0,73920.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-05-01,2014-04-30,c742,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,24468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2014-04-30,2014-04-30,c4,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,4779919.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,7799651.0,6680101.0,500000.0,7322150.0,52543.0,52087.0,282730.0,194771.0,7799651.0,3019732.0,282730.0,477501.0,873136.0,194771.0,4279919.0,117600.0,3019732.0,2008069.0,642049.0,177757.0,20874.0,53.0,359662.0,,,
19948692,2014-04-30,2014-04-30,c722,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2014-04-30,2014-04-30,c743,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,4279919.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2014-05-01,2014-05-01,c160,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786719.0,981490.0,
19948692,2014-05-01,2014-05-01,c181,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2RkLzU1LzE5L2JlM2EtNGI2YS1hNmYzLTZjYzE3OGZlZmY1Nw.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzRlLzAzLzVjLzA3MTgtNDkwNi04MDY4LWRkOGY2YTkyYjcxZQ.xml,80670.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2015-09-28,2015-09-28,1996-12-15,2015-09-30,88972.0,statsautoriseret revisor,copenhagen@redmark.dk,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:21557975,indberetninger-20180424,2.5095758,19948692.0,,2018-03-30T10:25:23.417Z,2015-10-23T14:39:42.758Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-92-QF,2015-10-23T14:39:42.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
