entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfAuditor,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,IncreaseOfCapital,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
19948692,2015-05-01,2015-05-01,c720,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2015-05-01,c726,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,0.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2015-05-01,c741,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,-2371916.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2016-04-30,c123,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,-7523312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2016-04-30,c3,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,-7523312.0,10.0,104517.0,17604297.0,10177732.0,173152.0,1969.0,184497.0,203921.0,11345.0,723990.0,-7511658.0,-7531082.0,61289.0,11654.0,16817049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2016-04-30,c721,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2015-05-01,2016-04-30,c742,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,-7523312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2016-04-30,2016-04-30,c4,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,-9395228.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,13894173.0,3658343.0,500000.0,13400766.0,15569.0,6537125.0,193459.0,13894173.0,23289401.0,299948.0,9000000.0,9000000.0,493407.0,299948.0,9984107.0,3798.0,193459.0,-9895228.0,0.0,244075.0,14289401.0,3959763.0,9742423.0,579986.0,101456.0,2605945.0,,,
19948692,2016-04-30,2016-04-30,c722,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2016-04-30,2016-04-30,c728,,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzA1L2E3Lzc2L2MwMTgtNDQ0Zi04OGM4LTIyMmYyYzkwNTZhMg.pdf,http://regnskaber.virk.dk/29684991/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2Q0LzFlL2I4L2QzNTktNGQ5ZS04NDA3LWI4Njk3Y2U0ZDA0NA.xml,168489.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2017-09-29,2017-09-29,1996-12-15,2017-09-29,131710.0,statsautoriseret revisor,copenhagen@redmark.dk,0.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Darnell Vagnild,Julian C. Slater,Kai Peter David ThorngÃ¥rd Hammerich,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn K,2015-05-01,2016-04-30,KÃ¸benhavn,2017-04-30,2016-05-01,2017-09-29,KÃ¸benhavn,39163636.0,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:24588431,indberetninger-20180424,2.511692,19948692.0,,2018-03-27T12:02:00.269Z,2017-10-12T07:07:43.335Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-49-TZ,2017-10-12T07:07:43.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
