entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement,NameAndSurnameOfMemberOfSupervisoryBoard
19948692,2012-05-01,2012-05-01,c476,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2012-05-01,2012-05-01,c494,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,1727579.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2012-05-01,2013-04-30,c123,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,2527871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2012-05-01,2013-04-30,c3,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,2527871.0,121687.0,5753986.0,8903746.0,0.0,28101.0,47796.0,28101.0,261359.0,3047768.0,3028073.0,37859.0,519897.0,5454768.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2012-05-01,2013-04-30,c495,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,2527871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-04-30,2013-04-30,c4,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,4755450.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,12901011.0,4782463.0,500000.0,12357216.0,43603.0,64082.0,277295.0,12901011.0,8145561.0,266500.0,543795.0,266500.0,3739238.0,277295.0,4255450.0,1251008.0,8145561.0,2591477.0,7574753.0,193398.0,563500.0,338.0,7273670.0,,,,,
19948692,2013-04-30,2013-04-30,c472,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,500000.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-04-30,2013-04-30,c496,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,4255450.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948692,2013-05-01,2013-05-01,c160,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698197.0,975491.0,,,
19948692,2013-05-01,2013-05-01,c199,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8vcGRmcy8xOTk0ODY5MjtBL1MyMzM5ODk7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/29684991/Y3ZyLmRrOi8veGJybHMvWC0yRTU1RTNCOS0yMDE0MTAwMl8xMDU4MjVfNjc5.xml,5999.0,Danmark,Frederiksberg,2000.0,76.0,Dirch Passers AllÃ©,KÃ¸benhavn K,1256.0,24.0,Amaliegade,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",aktionÃ¦rerne,Regnskabsklasse B,2014-09-22,1996-12-15,2014-09-26,88522.0,statsautoriseret revisor,4255451.0,33 28 85 01,29442789.0,19948692.0,29442789.0,Ãrsrapport,Leif G. Rasmussen,Julian C. Slater,TorbjÃ¸rn Gjelstad,"Redmark, Statsautoriseret Revisionspartnerselskab",Korn/Ferry International A/S,"Redmark, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2014-04-30,2013-05-01,2014-09-22,KÃ¸benhavn,33 28 85 00,RevisionspÃ¥tegning,urn:ofk:oid:19906555,indberetninger-20180424,2.5116906,19948692.0,,2018-03-31T17:00:17.267Z,2014-10-02T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.028,2014-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
