entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,CurrentTaxExpense,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GrossResult,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
29442932,2014-01-01,2014-12-31,c110,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,304881.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2014-01-01,2014-12-31,c90,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,304881.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,43991.0,-142468.0,-16579.0,1118973.0,-10287.0,-699303.0,267.0,-689016.0,403358.0,1102394.0,-98477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2014-12-31,2014-12-31,c112,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,21064717.0,35742.0,125000.0,64717.0,10875.0,3952678.0,21000000.0,21064717.0,16074502.0,715853.0,14447855.0,13732002.0,21000000.0,1213097.0,18100.0,21000000.0,1037537.0,1037537.0,3827678.0,1626647.0,158167.0,104889.0,28975.0,0.0,142468.0,8026.0,,,,,
29442932,2015-01-01,2015-01-01,c183,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6578872.0,14421128.0,,,
29442932,2015-01-01,2015-01-01,c252,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2015-01-01,2015-01-01,c273,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,3827678.0,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2015-01-01,2015-01-01,c279,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,,,,,,13890169.0,,,,,,,,,,,,,,,,,,,,
29442932,2015-01-01,2015-01-01,c301,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,,,,,,715853.0,,,,,,,,,,,,,,,,,,,,
29442932,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,424420.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,58790.0,-189105.0,-34101.0,1117054.0,0.0,-530951.0,2733.0,-530951.0,554735.0,1082953.0,-130315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
29442932,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzEzLzVlLzM0LzVhYWUtNDM3YS05YWZjLWY2MTVmNDNiZTBlYw.pdf,http://regnskaber.virk.dk/23924492/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2YxLzY2LzUwLzJlZGUtNGY0Yi05ZTVhLWEzYzVmZGViOTZjMw.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441 Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-02-04,2006-04-04,2016-03-23,Statsautoriseret revisor,20222670.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Morten Hagerup,Peter Fleborg,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,Bording,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2015-12-31,2015-01-01,2016-02-04,Skive,96 60 90 97,RevisionspÃ¥tegning,193415.0,urn:ofk:oid:22142083,indberetninger-20180424,2.5096006,29442932.0,,2018-03-29T06:58:44.799Z,2016-03-23T08:24:42.496Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-80-GR,2016-03-23T08:24:42.667Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
