entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
29442932,2013-01-01,2013-12-31,c1,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,-21450.0,141079.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",-214275.0,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,5275.0,522272.0,1112238.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-5050.0,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-694111.0,506.0,-689061.0,Bording,851534.0,946180.0,1639785.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,-94646.0,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2013-01-01,2013-12-31,c30,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,851534.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2013-12-31,2013-12-31,c4,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,21202767.0,109664.0,125000.0,202767.0,11185.0,3503126.0,60000.0,21000000.0,21202767.0,16665058.0,775555.0,14589343.0,13813788.0,21000000.0,1385542.0,21918.0,21000000.0,1034583.0,1034583.0,60000.0,3378126.0,2075715.0,155718.0,532964.0,33103.0,0.0,1491.0,,,,,
29442932,2014-01-01,2014-01-01,c137,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2014-01-01,2014-01-01,c158,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,3378126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29442932,2014-01-01,2014-01-01,c167,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,13969506.0,,,,,,,,,,,,,,,,,,,,
29442932,2014-01-01,2014-01-01,c189,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,775555.0,,,,,,,,,,,,,,,,,,,,
29442932,2014-01-01,2014-01-01,c76,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,6578872.0,14421128.0,,,
29442932,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,43991.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",-142468.0,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,-16579.0,0.0,1118973.0,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-10287.0,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-699303.0,267.0,-689016.0,Bording,304881.0,403358.0,1102394.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,-98477.0,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
29442932,2014-01-01,2014-12-31,c159,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8vcGRmcy8yOTQ0MjkzMjtBcFMzNzA3MDA7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/23924492/Y3ZyLmRrOi8veGJybHMvWC05QkZGNzkxRS0yMDE1MDIyM18xMjI5NTBfNTk5.xml,1.0,Skive,7800.0,"1 U, 5. sal",Asylgade,Aalborg,9100.0,15.0,Skelagervej,7441  Bording,SÃ¸bjergvej 76,DK-7800 Skive,"Asylgade 1 U, 5. sal",Til kapitalejeren i Fleborg Invest ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-02-03,2006-04-04,2015-02-20,Statsautoriseret revisor,,,,29442932.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Fleborg Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Fleborg Invest ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Morten Hagerup,Morten Hagerup,Peter Fleborg,Spar Nord,Fleborg Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Bording,304881.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,2014-01-01,2015-02-03,Skive,,96 60 90 97,RevisionspÃ¥tegning,144671.0,urn:ofk:oid:17516427,indberetninger-20180424,2.5097342,29442932.0,,2018-03-30T12:29:02.784Z,2015-02-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.292,2015-02-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
