entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
25100069,2015-10-01,2016-09-30,c11,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,24875.0,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,
25100069,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,374875.0,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,240000.0,42418.0,-42418.0,4319.0,768395.0,481658.0,-282418.0,106783.0,,,,,,,,,,,,,,,,,
25100069,2015-10-01,2016-09-30,c9,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,350000.0,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,
25100069,2016-09-30,2016-09-30,c13,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,10447511.0,85061.0,500000.0,10447511.0,10024430.0,10447511.0,423081.0,10288643.0,398081.0,73807.0,350000.0,9174430.0,10288643.0,423081.0,73807.0,25000.0,
25100069,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,112660.0,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,240000.0,48481.0,-48481.0,42895.0,476662.0,145286.0,-288481.0,32626.0,,,,,,,,,,,,,,,,,
25100069,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,
25100069,2016-10-01,2017-09-30,c10,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,-237340.0,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,
25100069,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,Rita HÃ¸jager Hansen
25100069,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,Svend MÃ¸rk Hansen
25100069,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzBiL2I1L2FiLzE3NGUtNGJmYS05ZjhjLWE1MGQzMjBiMDFhOQ.xhtml,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzRmL2NkLzc4LzJlYzEtNGI3Ny1iYTg5LTQwMTk0MDc2ZjE2ZQ.pdf,http://regnskaber.virk.dk/96000152/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2JiL2JiL2RkLzE2MzktNGU4Zi1iNWVkLWYwZjkwY2U3OTU2MQ.xml,true,Kalundborg,4400.0,15.0,Birkevej,4400 Kalundborg,BÃ¸gebakken 11,Til ledelsen i R&S Holding A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2017-12-20,2018-01-09,Registreret revisor,25100069.0,mne12039,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Reinert,Svend MÃ¸rk Hansen,Svend MÃ¸rk Hansen,R & S HOLDING A/S,Claus Reinert,Kalundborg,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2017-12-20,Kalundborg,59508551.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24932531,indberetninger-20180424,2.59478,25100069.0,,2018-04-03T14:35:01.857Z,2018-01-09T14:11:58.900Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-18-ZR,2018-01-09T14:11:59.119Z,,,,,,,,,,,,,,,,,,,,,,,,,Christina HÃ¸jager MÃ¸rk Hansen
