entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29832544,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,414515.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,397505.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,52900.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,864920.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,-14114.0,781803.0,212287.0,39489.0,294590.0,889481.0,-14114.0,24561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,28555870.0,287501.0,125000.0,14646186.0,17167530.0,28555870.0,11388340.0,13909684.0,4420728.0,9488956.0,13909684.0,14283.0,52900.0,4442598.0,12547032.0,0.0,11388340.0,732871.0,8154552.0,2207358.0,14358685.0,300000.0,3543567.0,10515118.0,245464.0,33812.0,
29832544,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,4179692.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,-47431.0,4099882.0,224414.0,82993.0,294681.0,4205711.0,-47431.0,26019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,350166.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29832544,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2RjLzMyLzIyLzEwM2EtNGNiZC1iM2I3LTljY2NmNGM5MTJjYg.pdf,http://regnskaber.virk.dk/44523892/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzI2L2Q3LzFjL2NmZTEtNDM1OC04Y2EzLTMxOGNlZDJkM2E1OA.xml,true,"Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i EMS Holding, Randers ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-06-03,2019-06-03,2006-12-27,2019-06-18,18743396.0,29832544.0,18743396.0,mne3086,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for EMS Holding, Randers ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Marie Cilleborg,Erik MÃ¸ller SÃ¸rensen,Revisionsfirmaet Peder Albertsen A/S,"EMS Holding, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Assentoft,2017-01-01,2017-12-31,54000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Randers, 730",2018-12-31,2018-01-01,false,2019-06-03,Randers,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27610512,indberetninger-20180424,2.5117154,29832544.0,AWuUv1l5IXJRhhXBLdXZ,2019-06-26T17:05:44.336Z,2019-06-26T17:04:56.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-21-RF,2019-06-26T17:04:56.479Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
