entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,DisclosureOfOwnership,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
35246274,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,40002.0,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",586206.0,701850.0,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",2997.0,VallensbÃ¦k,2015-01-01,2015-12-31,56620.0,72645.0,75642.0,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,16025.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,53625.0,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,2995.0,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,326837.0,10958.0,80000.0,238571.0,8266.0,92635.0,80000.0,80000.0,15000.0,326837.0,216602.0,8266.0,15000.0,88266.0,63930.0,17600.0,17600.0,12635.0,0.0,216602.0,376.0,212613.0,26625.0,125671.0,212613.0
35246274,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,40001.0,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",735334.0,824098.0,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",13501.0,VallensbÃ¦k,2015-01-01,2015-12-31,27298.0,35262.0,48763.0,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,7964.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,27298.0,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdiLzMxLzFhL2NjMDctNGZiNy1hZmQ3LTA1YzMxZmRlYWVhNA.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzE1L2I4L2M0LzdjMjgtNDBiMi04ZWRmLTVkNGQyZWUyMzdkYQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNkLzdjL2EwLzJlMzktNGQ3ZS1hNGQ3LWYwYTFhYjY0MzdlOA.xml,true,VallensbÃ¦k Strand,2665.0,5.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-23,2017-05-24,,registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Altay Holding ApS, Vejlesvinget 2, 2665 VallensbÃ¦k, 100%.</p>",,,28842562.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-23,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23956358,indberetninger-20180424,2.5953279,35246274.0,,2018-03-28T09:25:34.286Z,2017-05-27T12:12:43.106Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-66-CL,2017-05-27T12:12:43.288Z,363055.0,0.0,80000.0,314789.0,8266.0,119934.0,40000.0,40000.0,15000.0,363055.0,234321.0,8266.0,15000.0,48266.0,96281.0,8800.0,8800.0,39934.0,136900.0,234321.0,376.0,299789.0,764.0,0.0,299789.0
