entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
35246274,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,40000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",179400.0,180594.0,425979.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",25985.0,VallensbÃ¦k,2013-01-01,2013-12-31,85269.0,180594.0,206579.0,2014-12-31,2014-01-01,2015-04-27,Roskilde,95325.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,98400.0,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,-13131.0,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,350731.0,3735.0,80000.0,182464.0,72870.0,160000.0,160000.0,12920.0,350731.0,237861.0,8267.0,12920.0,168267.0,8267.0,22792.0,40000.0,40000.0,-7130.0,13282.0,237861.0,30944.0,165809.0,55325.0,115518.0,165809.0
35246274,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,40000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",568753.0,20258.0,633931.0,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",4920.0,VallensbÃ¦k,2013-01-01,2013-12-31,16770.0,20258.0,25178.0,2014-12-31,2014-01-01,2015-04-27,Roskilde,3488.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,16770.0,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,,,,,,,,,,,,,,,,,,,,,,,,,
35246274,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJiLzdlLzJlLzgxMDUtNGE3ZS1iN2I2LWYzNDU1MWJmMGM2Mg.xhtml,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE0L2I5LzAzL2Q5NWUtNGZhOC1iNGY2LThkMGUxMjFlODY4NQ.pdf,http://regnskaber.virk.dk/47264253/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI4L2I2LzUyL2IxNzEtNDA5Mi04ZWYwLTIzMTMxN2Q5NDRjOQ.xml,VallensbÃ¦k Strand,2665.0,2.0,Vejlesvinget,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-27,2015-05-31,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,35246274.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,MÃ¼rsel Altay,MÃ¼rsel Altay,HR REVISION,FRUGT HUSET FIRMAFRUGT ApS,"HR REVISION, Kenneth Barrett",,VallensbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-27,Roskilde,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5397605,indberetninger-20180424,2.5949414,35246274.0,,2018-03-30T08:26:51.156Z,2015-06-01T13:00:38.147Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-10-QV,2015-06-01T13:00:38.443Z,305844.0,0.0,80000.0,177578.0,89640.0,120000.0,120000.0,15000.0,305844.0,188004.0,8266.0,15000.0,128266.0,8266.0,70096.0,28200.0,28200.0,9640.0,22025.0,188004.0,376.0,162578.0,15288.0,80219.0,162578.0
