entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermInvestments,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermInvestments,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
24230872,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,0.0,0.0,0.0,24230872.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,0.0,0.0,0.0,2014-01-01,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,0.0,0.0,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,4528.0,4528.0,0.0,4528.0,4528.0,4528.0,0.0,0.0,0.0,0.0,0.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24230872,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,0.0,0.0,-2186.0,24230872.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,0.0,0.0,0.0,2014-01-01,2014-12-31,-2186.0,-2186.0,-2186.0,2015-12-31,2015-01-01,-2186.0,false,false,0.0,0.0,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,-2186.0,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230872,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzNlL2M4LzdjLzUwNmQtNDk2ZC05OWVkLTlmYmNkYmFlZTc1Yg.xhtml,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzEwL2E2LzBlLzcxNDctNDQwZC1iNjI2LTg0ZTYzODY4NjZhNA.pdf,http://regnskaber.virk.dk/27803242/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzk1LzkxLzNmL2RiMjQtNGRmMy04ZTVmLThhM2E0NjU0MmEyNg.xml,true,Danmark,DK,Haarby,5683.0,30.0,Algade,Haarby,5683.0,88.0,Akkerupvej,5683 Haarby,Akkerupvej 88,Regnskabsklasse B,2016-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i 2015 kun vÃ¦ret meget lidt aktivitet. Der forventes kun ringe eller ingen aktivitet i 2016</p>",haarby@mail.dk,,,,24230872.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,0.0,0.0,Ole MÃ¸ller,Fynske Bank,TICO ApS,Ole MÃ¸ller,,,0.0,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,0.0,,40166631.0,false,true,Ingen bistand,urn:ofk:oid:22670508,indberetninger-20180424,2.5949402000000004,24230872.0,,2018-03-29T05:33:11.726Z,2016-06-12T11:53:42.491Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-EF,2016-06-12T11:53:42.625Z,2341.0,2341.0,0.0,2341.0,2341.0,2341.0,0.0,0.0,0.0,0.0,0.0,2341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
