entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
35032193,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",862.0,-862.0,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,-862.0,-862.0,-862.0,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,,
35032193,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,-862.0,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,,
35032193,2016-12-31,2016-12-31,c7,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,73255.0,41255.0,80000.0,41255.0,72043.0,73255.0,1212.0,32000.0,32000.0,32000.0,1212.0,-7957.0,1212.0,,
35032193,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,72043.0,,,,,,,,,,
35032193,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,80000.0,,,,,,,,,,
35032193,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,-7957.0,,,,,,,,,,
35032193,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",975.0,-975.0,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,-975.0,-975.0,-975.0,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,,
35032193,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,Claus Bagge,DirektÃ¸r
35032193,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,-975.0,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,,
35032193,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2QwLzNiL2Q3LzIyNDEtNDlkOC1hZTY2LTc4MjczYTZlMTcwOA.xhtml,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzY1L2JhL2FjLzNlYTUtNGY0NS04MWEwLWJkYzQ4OWMwYzJhZQ.pdf,http://regnskaber.virk.dk/39123053/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2M0LzhmL2Q2L2QxNzItNDU0NC1hMDY0LTZmNTgyNWUzOWJiNw.xml,true,HillerÃ¸d,3400.0,44.0,Slotsgade,Greve,2670.0,5.0,Klintemarks Alle,2670 Greve,Klintemarks Alle 5,Regnskabsklasse B,2018-03-19,2018-03-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser og aktiver pantsat som sikkerhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>",,,35032193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Bagge,Nordea Bank,J-C-B ApS,Claus Bagge,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Selskabet opfylder kriterierne for fravalg af revision for det kommende regnskabsÃ¥r, hvorfor regnskabet ikke skal revideres.",23452389.0,false,false,Ingen bistand,urn:ofk:oid:25197412,indberetninger-20180424,2.59278,35032193.0,,2018-04-04T08:14:21.955Z,2018-03-19T07:39:11.008Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-99-WV,2018-03-19T07:39:11.363Z,,,,,,,,,,,,,,Juliet Quiloan Nielsen Bagge,DirektÃ¸r
