entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33363354,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,20428.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33363354,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33363354,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,20428.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,346219.0,367111.0,464.0,20428.0,20892.0,0.0,,,,,,,,,,,,,,,,,,,,
33363354,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,583724.0,64150.0,80000.0,201804.0,381920.0,147692.0,583724.0,436032.0,381920.0,381920.0,5648.0,137654.0,67692.0,436032.0,79819.0,350565.0,137654.0,0.0,0.0,
33363354,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,170097.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,314347.0,496415.0,1242.0,180826.0,182068.0,10729.0,,,,,,,,,,,,,,,,,,,,
33363354,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33363354,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,170097.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33363354,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33363354,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Imran Khurshid
33363354,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2QwLzdlLzUzL2FhOTYtNDVhZS04YmIyLTNmOTdmNTk2MGJhOQ.pdf,http://regnskaber.virk.dk/45336333/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmLzNiLzE3LzViNDYtNDQ5YS04Y2UxLTFkMGRkNWM4MjkwMA.xml,true,"KÃ¸benhavn V, 1620","Vesterbrogade 24, 2. tv.",Til den daglige ledelse i AZAAN TRAVEL ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-14,2019-05-14,2010-12-10,2019-05-14,info@azaantravel.com,15199989.0,33363354.0,15199989.0,mne41462,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for AZAAN TRAVEL ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hakan Keser,Imran Khurshid,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",AZAAN TRAVEL ApS,"Revisionsfirmaet Niels Ole Ellegaard, Godkendte Revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-05-14,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199277,indberetninger-20180424,2.5118417999999996,33363354.0,AWrfVX38RYGX6_YTH6Oc,2019-05-22T11:39:06.587Z,2019-05-22T11:38:02.723Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-13-EL,2019-05-22T11:38:02.887Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
