entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTradePayables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
35395652,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,80000.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,1007888.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,-532558.0,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,-532558.0,1.0,300000.0,343082.0,112451.0,4943.0,2909.0,-532665.0,-530631.0,-107.0,343082.0,,,,,,,,,,,,,,
35395652,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,-532558.0,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,555330.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,1012857.0,977938.0,80000.0,1012857.0,1012857.0,457527.0,20000.0,20000.0,437527.0,919.0,475330.0,437527.0,34919.0,34000.0
35395652,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,80000.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,475330.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,80000.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
35395652,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2QyLzhlL2IzL2U1YmQtNDBjMC04Y2FmLTlhNTJiYTliODY0ZA.pdf,http://regnskaber.virk.dk/25659353/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2Y2LzdjLzc1LzlhNDEtNDU3Ny1iNjZkLWVjOTJjYTQ4N2Y2Mw.xml,Danmark,Hadsten,8370.0,34.0,SÃ¸ndergade,Hinnerup,8382.0,2.0,Snedstrupvej,"8370, Hadsten","SÃ¸ndergade, 34",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-07-06,2017-07-06,2017-07-07,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",hadsten@kvistjensen.dk,475330.0,36717785.0,35395652.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for IC Tech ApS.,Ãrsrapport,Ruben StÃ¦hr,Johnny Mortensen,Johnny Mortensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nordea,IC Tech ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hinnerup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-07-06,Hadsten,86 98 34 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24344986,indberetninger-20180424,2.5122786,35395652.0,,2018-03-27T11:05:21.562Z,2017-07-07T10:19:08.725Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-94-JM,2017-07-07T10:19:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,
