entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
21846376,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,371912.0,1162800.0,2363829.0,68968.0,25350.0,614032.0,785499.0,829117.0,171467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,614032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-12-31,2017-12-31,ID_10,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,4956116.0,110138.0,500000.0,664497.0,0.0,2616986.0,1944142.0,203000.0,2347477.0,4956116.0,1883529.0,1139990.0,1139990.0,203000.0,4291619.0,75315.0,338729.0,4291619.0,455601.0,455601.0,2116986.0,75315.0,743539.0,86900.0,276044.0,172011.0,145899.0,276044.0,,,
21846376,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,371137.0,1128680.0,2594237.0,25315.0,17738.0,847499.0,1086843.0,1094420.0,239344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,847499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzU3LzdkL2Y0LzNmMDYtNGU2Ni1hOWNiLTY2ZjY2NzQ3Njg1MQ.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzc5LzJlL2IyL2IzZGItNGViZi04OGU2LTVjZmNmNDk3NjdlYg.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-13,2019-03-13,2019-05-08,19553876.0,21846376.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Ole Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-13,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27098495,indberetninger-20180424,2.5124277999999998,21846376.0,AWqWloBCRYGX6_YTHfxT,2019-05-08T08:37:39.821Z,2019-05-08T08:36:46.078Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-29-FE,2019-05-08T08:36:46.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
