entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
21846376,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,469941.0,1195382.0,2565998.0,97724.0,13295.0,622765.0,816246.0,900675.0,193481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,-622765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,5216194.0,20000.0,500000.0,563453.0,2002953.0,2217102.0,222000.0,2435639.0,5216194.0,2702141.0,16997.0,1232624.0,1215627.0,222000.0,4652741.0,149915.0,4652741.0,511100.0,511100.0,1502953.0,503623.0,1469517.0,462900.0,321453.0,227571.0,125508.0,321453.0,,,
21846376,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,371912.0,1162800.0,2363829.0,68968.0,25350.0,614032.0,785499.0,829117.0,171467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,-614032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846376,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2YzLzJkL2NlL2QyNGMtNDQwNi1iNDUyLTk1NzA5YWFiZDVjZg.pdf,http://regnskaber.virk.dk/67364812/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzZkLzBlL2VjLzQ4MWMtNDBiNi1iNWMzLTE5Y2RjMDU4OTY3OQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i Ãrum Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-02,2018-02-02,2018-02-09,19553876.0,21846376.0,19553876.0,mne4397,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ãrum Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Hans-Erik Pedersen, CMA",Per Nielsen,LDM Revision,Ãrum Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Ãrum,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-02,Vejle,Bestyrelsesmedlem/DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25403059,indberetninger-20180424,2.5118406,21846376.0,AWMlwUJLx8uVRSOdgNsY,2018-05-03T11:27:58.606Z,2018-05-03T11:26:48.559Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-57-PH,2018-05-03T11:26:48.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
