entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossRelatedToInvestments,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
36709855,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",-2764.0,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,12483.0,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,1241713.0,Ãrsrapport,586.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,722.0,586.0,Ormslev,2015-10-01,2016-09-30,1231858.0,1229094.0,1229230.0,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,-2764.0,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,400000.0,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2015-10-01,2016-09-30,c185,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,791713.0,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,40145.0,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,3518191.0,60.0,100000.0,3026417.0,3518191.0,491774.0,3040097.0,3040097.0,393406.0,393406.0,3040097.0,119.0,400000.0,865097.0,1661320.0,98368.0,30103.0,63146.0,478034.0,50586.0,427448.0,5000.0,,,,,,
36709855,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2016-10-01,2016-10-01,c235,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,865097.0,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,1661320.0,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2016-10-01,2016-10-01,c257,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,
36709855,2016-10-01,2016-10-01,c564,,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzJmL2NkLzdiL2E1MGUtNGMyYS04MDBkLTYyNWM4ZmMwYTMzYQ.pdf,http://regnskaber.virk.dk/55890763/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzgzLzdjL2U1Lzk4NzctNGZlMS04ZDU3LWFmYWNiZTFlZWNhNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,4-6,Kanikegade,"8260 Viby J, Ormslev",GammelsÃ¸vej 65,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-12-08,2015-03-31,2017-12-13,Statsautoriseret revisor,-400000.0,-400000.0,,20222670.0,36709855.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Brdr. Petersens PolstermÃ¸belfabrik Holding ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bo SÃ¸rensen,Erling Petersen,Danske Bank,Brdr. Petersens PolstermÃ¸belfabrik Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ormslev,2015-10-01,2016-09-30,,,,711351.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,true,2017-12-08,Aarhus,,86283236.0,urn:ofk:oid:24847661,indberetninger-20180424,2.5117192000000004,36709855.0,,2018-03-28T04:10:56.123Z,2017-12-15T14:13:57.070Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-05-ZL,2017-12-15T14:13:57.511Z,,,,,,,,,,,,,,,,,,,,,,,1265097.0,1775000.0,,,,
