entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,PropertyPlantAndEquipmentGross,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ReserveForLoansAndCollaterals,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,DissolutionOfPreviousYearsRevaluations,EquityTransfersToReserves,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28702922,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,-4386874.0,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,-4386874.0,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,-245445.0,-1306551.0,0.0,0.0,-5775331.0,152143.0,163539.0,11396.0,-5938870.0,-1551996.0,-1551996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2016-12-31,2016-12-31,c109,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,99188711.0,52657.0,125000.0,268711.0,0.0,0.0,90081416.0,98920000.0,99188711.0,9107295.0,0.0,0.0,98920000.0,216054.0,125000.0,98920000.0,0.0,89112374.0,844042.0,9107295.0,9107295.0,216054.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2016-12-31,2016-12-31,c225,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-01-01,c0,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-01-01,c20,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,89112374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-01-01,c29,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-01-01,c8,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,844042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-12-31,c105,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,-5445220.0,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702922,2017-01-01,2017-12-31,c21,,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2I5L2VhLzc3LzdmNDYtNDA4ZC1hOTcxLWUxYzY3Y2QzNjZlMg.pdf,http://regnskaber.virk.dk/22920782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzg4Lzc0LzQxL2ZmN2YtNGQzZC1hZWYzLTZiNzcyODMyNTIxNw.xml,98982323.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn Ã,2100.0,100.0,LersÃ¸ ParkallÃ©,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-06-13,2005-05-13,2018-06-13,33771231.0,28702922.0,33771231.0,Ãrsrapport,Lina Persson,Danske Bank,Ejendomsselskabet Gl. KÃ¸ge Landevej ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2016-01-01,2016-12-31,-5445220.0,98982323.0,Rudersdal,2017-12-31,2017-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:25835990,indberetninger-20180424,2.5097437,28702922.0,AWQDD8xR0wkEsASktxge,2018-06-15T10:49:44.176Z,2018-06-15T10:48:41.889Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-WH,2018-06-15T10:48:42.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
