entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfAccountingPolicies,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
36559063,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c9,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,,,,
36559063,2016-12-31,2016-12-31,c13,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
36559063,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
36559063,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,Henrik Olsen,DirektÃ¸r,,
36559063,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,,,,
36559063,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,Thomas Karlson,DirektÃ¸r,,
36559063,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzZmLzMyLzhkL2VjZGItNGMyYi04OTRmLTU0NjAxMjU0NjEwYw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzJhLzQ4LzhhLzM5NDItNGE0OS04ZjNjLTJlMjNhNzAyZWRkZg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzU0LzRlL2VhLzc1YzktNDE0OS04Yzg4LWU1ZmEyMWM5Nzg2ZQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, kl.",Regnskabsklasse B,2018-05-25,2018-05-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Mikrovirksomheden anvender undtagelsen om at give oplysning om anvendt regnskabspraksis.</p>",heo@instinct.dk,36559063.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,Fravalg af revision for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:25538736,indberetninger-20180424,2.5949414,36559063.0,AWOWN_XDx8uVRSOdg0VU,2018-05-25T07:34:55.326Z,2018-05-25T07:33:54.936Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-53-XY,2018-05-25T07:33:55.129Z,,,,,,,,,,,,,,,,,Henrik Olsen,Formand
