entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
36559063,2015-02-24,2015-12-31,c5,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,0.0,heo@instinct.dk,0.0,0.0,0.0,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,Fravalg af revision for det kommende regnskabsÃ¥r.,0.0,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,,
36559063,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,2.0,2.0,2.0,2.0,2.0,2.0,,,,
36559063,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,0.0,heo@instinct.dk,0.0,0.0,0.0,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,Fravalg af revision for det kommende regnskabsÃ¥r.,0.0,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,Henrik Olsen,DirektÃ¸r,,
36559063,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,Thomas Karlson,DirektÃ¸r,,
36559063,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,Henrik Olsen,"Bestyrelsesmedlem, Formand"
36559063,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,Thomas Karlson,"Bestyrelsesmedlem, NÃ¦stformand"
36559063,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,0.0,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,0.0,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,,
36559063,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzkxLzRiLzJiL2IwMmItNDI4Ni05NTMyLWZhZDVhNzFjZjkyMw.xhtml,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YwLzUxL2ZiLzE4MjYtNGFjMS04MzRmLTRhZjFjZmEwMTYxYg.pdf,http://regnskaber.virk.dk/36095563/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzVkL2EwLzEzLzZiNzctNGFmZS1hY2Y2LWI4NGNiOTRjMGE0OQ.xml,true,Danmark,DK,Aarhus c,8000.0,22.0,M. P. Bruunsgade,Aarhus C,8000.0,"4, kl",Tietgens Plads,8000 Aarhus C,"Tietgens Plads 4, 1.","Regnskabsklasse B, mikrovirksomhed",2017-05-26,2017-05-26,,heo@instinct.dk,,,,36559063.0,Ãrsrapport,Henrik Olsen,Arbejdernes Landsbank,BOOKATION IVS,Henrik Olsen,Aarhus,2015-02-24,2015-12-31,0.0,,,2016-12-31,2016-01-01,,Fravalg af revision for det kommende regnskabsÃ¥r.,,20265217.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:24128573,indberetninger-20180424,2.595549,36559063.0,,2018-03-29T03:35:20.747Z,2017-06-07T10:01:43.923Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-65-VS,2017-06-07T10:01:44.167Z,,,,,,,,,,
