entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromAssociates,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermTaxPayables,NameOfAuditFirm
10559138,2013-05-01,2014-04-30,c3,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,130965.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",333281.0,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",63331.0,80704.0,SorÃ¸,2013-05-01,2014-04-30,160814.0,219689.0,202316.0,2015-04-30,2014-05-01,2015-09-15,Slagelse,58875.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2013-05-01,2014-04-30,c5,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2013-05-01,2014-04-30,c7,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,160814.0,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-04-30,2014-04-30,c9,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,2909662.0,18179.0,200000.0,78365.0,1835398.0,1103296.0,2909662.0,1074264.0,1728001.0,921367.0,921367.0,1695983.0,2831297.0,32018.0,60186.0,39675.0,1103296.0,0.0,0.0,1635398.0,0.0,60186.0,152897.0,40000.0,73222.0,
10559138,2014-05-01,2015-04-30,c0,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,172907.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",378514.0,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",46350.0,44574.0,SorÃ¸,2013-05-01,2014-04-30,110138.0,203831.0,205607.0,2015-04-30,2014-05-01,2015-09-15,Slagelse,93693.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-05-01,2015-04-30,c1,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,"REVISORERNE DALSGAARD,STAHL & WÃLDIKE STATSAUTORISERET REVISIONSAPS"
10559138,2014-05-01,2015-04-30,c2,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-05-01,2015-04-30,c4,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-05-01,2015-04-30,c6,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,110138.0,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-04-30,2015-04-30,c8,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2VmLzQ0L2YwLzU5MzYtNDI5MC1hOWYzLTc2YmZmZDNlY2RlYQ.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzM1L2I5L2MxLzE1ZTUtNDg2Ny1hOGYyLTQzMTQ0ZTc1MGYxZA.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzk1LzVlL2Y2LzM2MjQtNDU1MS1iZDg5LTMwYTFkMTliODNkOA.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-15,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,21696382.0,10559138.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,"SERVICESTATIONEN NÃSTVEDVEJ 4, SORÃ ApS","DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-15,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466491,indberetninger-20180424,2.59279,10559138.0,,2018-03-30T15:26:21.582Z,2015-09-29T09:54:55.530Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-54-PD,2015-09-29T09:54:55.681Z,4702803.0,62755.0,200000.0,130283.0,3254118.0,2608058.0,4702803.0,1079598.0,1964462.0,882298.0,882298.0,1964462.0,4572520.0,0.0,67528.0,59555.0,2608058.0,369087.0,369087.0,1745536.0,1308582.0,67528.0,197300.0,40000.0,97745.0,
