entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermTaxPayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
10559138,2014-05-01,2015-04-30,c3,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,172907.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",378514.0,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",46350.0,44574.0,SorÃ¸,2014-05-01,2015-04-30,110138.0,203831.0,205607.0,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,93693.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-05-01,2015-04-30,c5,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,0.0,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2014-05-01,2015-04-30,c7,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,110138.0,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-04-30,2015-04-30,c9,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,4702803.0,62755.0,200000.0,130283.0,3254118.0,2608058.0,4702803.0,1079598.0,1964462.0,882298.0,882298.0,1964462.0,4572520.0,67528.0,59555.0,2608058.0,369087.0,369087.0,1745536.0,1308582.0,67528.0,197300.0,40000.0,97745.0,,,
10559138,2015-05-01,2015-05-01,c10,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-05-01,2015-05-01,c11,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,1308582.0,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-05-01,2015-05-01,c12,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,1745536.0,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-05-01,2015-05-01,c13,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-05-01,2015-05-01,c14,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2014-05-01,2015-04-30,,,,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,3254118.0,,,,,,,,,,,,,,,,,,,,,,
10559138,2015-05-01,2016-04-30,c0,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzczL2JjL2NkLzRhOGUtNDJmMC1iZTZlLWUxMzQyZTY3MzdmMA.xhtml,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzBmLzY5L2ZlL2YxOTctNGI1ZC1hNTk5LTk5YWEwYTdjODVlYg.pdf,http://regnskaber.virk.dk/83195501/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzI2LzdhL2JhLzkxZjYtNDI2ZS1hNDM1LTJlMWY2YjRlZDNiOA.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-20,2016-09-20,172907.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomheden Servicestationen Holding ApS og sÃ¸stervirksomheden Svend Jessen ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>",374092.0,10559138.0,1005132190.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SERVICESTATIONEN NÃSTVEDVEJ 4. SORÃ ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",52955.0,50932.0,SorÃ¸,2014-05-01,2015-04-30,136257.0,199162.0,201185.0,2016-04-30,2015-05-01,true,false,2016-09-20,Slagelse,62905.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22991103,indberetninger-20180424,2.59279,10559138.0,,2018-03-28T20:57:05.816Z,2016-09-23T11:38:43.084Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BD-68-AN,2016-09-23T11:38:43.313Z,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
