entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividend,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
32161154,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",75211.0,135289.0,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,375.0,Billum,2015-07-01,2016-06-30,44378.0,59703.0,60078.0,2017-06-30,2016-07-01,false,false,15325.0,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,
32161154,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,
32161154,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,44378.0,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,
32161154,2016-06-30,2016-06-30,c8,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,487931.0,9978.0,125000.0,487931.0,198411.0,462395.0,487931.0,289520.0,71493.0,0.0,462395.0,73411.0,0.0,289520.0,153169.0,15558.0,12325.0,9274.0,52533.0,6284.0,
32161154,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,73411.0,,,,,,,,,,,,,,,,
32161154,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,198411.0,,,,,,,,,,,,,,,,
32161154,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,125000.0,,,,,,,,,,,,,,,,
32161154,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",68922.0,145783.0,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,44.0,Billum,2015-07-01,2016-06-30,59597.0,76817.0,76861.0,2017-06-30,2016-07-01,false,false,17220.0,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,100000.0
32161154,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,
32161154,2016-07-01,2017-06-30,c12,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzEzLzMxLzEwL2FkMDYtNGI5ZS05MGNlLTM1NGU3NDViYjI5OQ.xhtml,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzE1LzUxLzk4Lzk0Y2QtNDM5ZC1iMDA0LWNhOTllMDUyN2VhMw.pdf,http://regnskaber.virk.dk/45116123/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzM4LzU1Lzg2LzQzN2ItNGNiNy05YTJjLWRlMGI2MzE4MWMzYg.xml,true,Billum,6852.0,20.0,Kirkebyvej,Billum,6852.0,8.0,Tarpvej,6700 Esbjerg,Kogade 3,Regnskabsklasse B,2017-07-19,2017-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32161154.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Madsen,JÃ¸rgen SÃ¸ndergaard Hansen,Sparekassen Kronjylland,HOBBYDYRENES FODERSTOF ApS,KM REGNSKABER,,Billum,2015-07-01,2016-06-30,59597.0,,,2017-06-30,2016-07-01,false,false,,75251125.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24782712,indberetninger-20180424,2.5949402000000004,32161154.0,,2018-03-28T00:04:45.965Z,2017-12-04T09:26:47.836Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AQ-48-YA,2017-12-04T09:26:48.018Z,,,,,,,,,,,,,,,,,,,,,100000.0
