entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,AssetsMeantForSale,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
21797677,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",125000.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",-43882.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,-166301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,-166301.0,3.0,47316.0,835785.0,717957.0,104750.0,58527.0,10987.0,146487.0,-212684.0,-165144.0,10122.0,-46383.0,574426.0,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,-166301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",-85183.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,1838976.0,1109009.0,0.0,125000.0,1612564.0,90528.0,40403.0,188912.0,1289009.0,1838976.0,1924159.0,37500.0,226412.0,37500.0,1540655.0,25743.0,188912.0,180000.0,-210183.0,257340.0,1924159.0,323555.0,126164.0,166881.0
21797677,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",125000.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",-210183.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",125000.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797677,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzRhL2ZjLzhlL2RlNmYtNDE5My04YzJlLWM2NmZiOTM3MGE1Mw.pdf,http://regnskaber.virk.dk/77679712/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ3LzQ4LzFmLzMyNGYtNGUzYy05ZGIyLTllZjRhNTE3ZDIwYg.xml,Danmark,Silkeborg,8600.0,19.0,Frichsvej,KibÃ¦k,6933.0,6.0,Haunstrupvej,"8600, Silkeborg","Frichsvej, 19",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-28,2017-03-28,2017-05-19,statsautoriseret revisor,"Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.",-210183.0,37315664.0,21797677.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for FTM Byg  ApS.,Ãrsrapport,Per Jensen,Erik SÃ¸rensen,Erik DalgÃ¥rd SÃ¸rensen,"One Revision, Statsautoriseret revisionspartnerselskab",FTM Byg  ApS,"One Revision, Statsautoriseret revisionspartnerselskab",KibÃ¦k,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-03-28,Silkeborg,97166349.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23902486,indberetninger-20180424,2.5124211,21797677.0,,2018-03-28T04:24:37.333Z,2017-05-19T14:18:42.105Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-63-UC,2017-05-19T14:18:42.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
