entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfTaxExpense,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,ProfitLoss,AdjustmentsForDeferredTaxCashFlow,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OtherFinanceExpenses,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitOnRealisationsOfFixedAssets,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToShareholdersAndManagement,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToBanksCashFlowsStatement,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
27645542,2016-01-01,2016-01-01,ID_12,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,-2798162.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,-167850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,167850.0,8326.0,3472.0,-122598.0,150000.0,-6528.0,-63937.0,-272739.0,-70544.0,105554.0,-34446.0,2076769.0,2527770.0,10000.0,20874.0,309271.0,150000.0,176176.0,485447.0,140000.0,0.0,122598.0,8326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,-2777288.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,,,,,,,,,,,,,,,,,,,,,,,,7179336.0,37142.0,125000.0,4977554.0,36538.0,1012583.0,160839.0,4200539.0,2016496.0,24447.0,7179336.0,6069230.0,770760.0,558580.0,212180.0,4200539.0,2201782.0,626585.0,78863.0,2201782.0,97523.0,97523.0,887583.0,2814430.0,2814430.0,5298470.0,127956.0,739873.0,1729499.0,624472.0,,
27645542,2017-01-01,2017-01-01,ID_11,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,-2777288.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,92816.0,15923.0,288298.0,-134268.0,0.0,288298.0,-128997.0,362152.0,402022.0,90432.0,90432.0,1350964.0,1851780.0,0.0,154030.0,301645.0,0.0,108739.0,410384.0,0.0,0.0,134268.0,15923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,-92816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27645542,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRjLzQwLzA1Lzk5YTktNDlkYS1iMzJmLWM0YTMwNmQ5MWY1Mg.pdf,http://regnskaber.virk.dk/24554672/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzFjLzRjLzEzL2IwYTgtNDVkMS04MmIxLWVmYTE3NTEwMzZhNQ.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i Vejle Specialfoder ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-25,2018-04-25,2004-03-15,2018-05-08,info@Vejle-specialfoder.dk,26273110.0,27645542.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Vejle Specialfoder ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Brian StudskjÃ¦r,Erhvervsrevisorerne i Vejle ApS,Sydbank,Vejle Specialfoder ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Vejle,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-04-25,Vejle,72 72 27 66,RevisionspÃ¥tegning,urn:ofk:oid:25427043,indberetninger-20180424,2.5097551,27645542.0,AWM_DnMzx8uVRSOdgWzL,2018-05-08T09:21:45.949Z,2018-05-08T09:21:39.643Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-90-SG,2018-05-08T09:21:39.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
