entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulationExtendedReview,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnFinancialStatementsExtendedReview,TypeOfModifiedOpinionOnAuditedFinancialStatementsExtendedReview,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
35465502,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,119861.0,1200068.0,2089647.0,630884.0,37255.0,138370.0,176087.0,769716.0,37717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2016-01-01,2016-12-31,ID_16,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,-224700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2016-01-01,2016-12-31,ID_18,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,86330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2016-12-31,2016-12-31,ID_11,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,,,,,3514928.0,275911.0,80000.0,2940520.0,44559.0,381151.0,53750.0,440700.0,33338.0,79959.0,440700.0,2119574.0,3514928.0,3481590.0,2455000.0,53750.0,2455000.0,1647822.0,574409.0,208287.0,22500.0,471752.0,79959.0,0.0,0.0,224700.0,-271362.0,662881.0,1026590.0,0.0,15933.0,545034.0,13938.0,139489.0,82887.0,,,
35465502,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,224281.0,1416223.0,2453351.0,608053.0,65042.0,183534.0,269836.0,812847.0,86302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,-115986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35465502,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2JkL2QzL2E0Lzk3NDMtNDU1OS05MWJkLTZjNDQxNzU0ZGU2Yg.pdf,http://regnskaber.virk.dk/20556453/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2YxLzkzLzE1LzdmZjItNGVhZi04YmNjLWQ3OTIzZDFjNjg1Ng.xml,true,"Trige, 8380",VestermÃ¸llevej 236,Til kapitalejerne i Copenhagen Shoes ApS,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-05,2018-06-05,2018-06-06,37142042.0,35465502.0,37142042.0,mne4089,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Copenhagen Shoes ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Linda Lauritsen,Henrik BÃ¦k Lauridsen,Linda Lauritsen,Jyske Bank,Copenhagen Shoes ApS,"Linda Lauritsen, Registreret revisionsfirma",Galten,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-05,Trige,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,Grundlag for konklusion med forbehold,Konklusion med forbehold,urn:ofk:oid:25763876,indberetninger-20180424,2.5124266,35465502.0,AWPg4_dX0wkEsASktjtX,2018-06-08T19:33:50.519Z,2018-06-08T19:33:44.968Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-71-DK,2018-06-08T19:33:45.133Z,,,,,,-67548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
