entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,Revenue,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DevelopmentProjectsInProgress,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,Provisions,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
26770254,2015-01-01,2015-12-31,ID_18,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,39.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2015-01-01,2015-12-31,ID_19,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,1883000.0,26558000.0,12397000.0,62024000.0,19179000.0,12911000.0,62000.0,368000.0,0.0,3000.0,40203000.0,33499000.0,-16044000.0,24000.0,31597000.0,-6704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2015-01-01,2015-12-31,ID_21,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,-47171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2015-01-01,2015-12-31,ID_23,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,6968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2015-12-31,2015-12-31,ID_16,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,1714000.0,458805000.0,571000.0,10000000.0,29229000.0,2636000.0,4216000.0,1781000.0,75008000.0,998000.0,3495000.0,458805000.0,383797000.0,424814000.0,33600000.0,391214000.0,170000000.0,429576000.0,170000000.0,0.0,5875000.0,9000.0,1267000.0,269000.0,0.0,86038000.0,-21030000.0,176886000.0,213797000.0,24056000.0,28658000.0,275000.0,21363000.0,4466000.0,2514000.0,159000.0,,,
26770254,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,1439000.0,25619000.0,11213000.0,17664000.0,21181000.0,12661000.0,62000.0,325000.0,688000.0,3000.0,-4937000.0,-11143000.0,-16533000.0,18000.0,32409000.0,-6206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770254,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorrit Vanglo,Bestyrelsesmedlem,
26770254,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Ejner Christensen,Bestyrelsesmedlem,
26770254,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzUzL2M4LzQzLzZiMjYtNDM0My04MGI3LWRmNzM5NTdmMDNkNw.pdf,http://regnskaber.virk.dk/45207762/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzY4LzY5LzA5L2E3ZDktNDIwNy05MWI4LWViNGVmMGUyNTQ4Mg.xml,false,"8800, Viborg",Klostermarken 12,Til kapitalejerne i Dalgasgroup A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-30,2017-03-30,2002-06-24,2017-04-24,info@dalgasgroup.com,87281001.0,www.dalgasgroup.com,33963556.0,26770254.0,33963556.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Dalgasgroup A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Skeel,Deloitte,Dalgasgroup A/S,Dalgasgroup A/S,Viborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"791, Viborg",2016-12-31,2016-01-01,true,2017-03-30,Viborg,87281122.0,RevisionspÃ¥tegning,urn:ofk:oid:23761299,indberetninger-20180424,2.509577,26770254.0,,2018-03-27T16:12:24.214Z,2017-04-25T13:26:51.318Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-83-NY,2017-04-25T13:26:51.510Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben BÃ¸gh Christensen,Medarbejdervalgt bestyrelsesmedlem,
