entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DescriptionOfAuditor,NameAndSurnameOfAuditor,AdditionsToPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
35851313,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,-1708785.0,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35851313,2015-01-01,2015-12-31,c4,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,-1708785.0,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,-480254.0,5000.0,10.0,144622.0,139622.0,4199921.0,2230079.0,74570.0,5.0,69138.0,74575.0,0.0,0.0,329671.0,-2189039.0,-2114464.0,90346.0,-480254.0,-480254.0,3710766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35851313,2015-12-31,2015-12-31,c1294,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35851313,2015-12-31,2015-12-31,c5,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,6377858.0,2671043.0,500000.0,5749638.0,626295.0,322170.0,506183.0,331163.0,7083.0,7083.0,918078.0,151974.0,6377858.0,5871675.0,138000.0,2984760.0,2984760.0,918078.0,628220.0,138000.0,1502001.0,40606.0,483137.0,6183.0,2886915.0,1060710.0,14972.0,2160517.0,0.0,309232.0,1171446.0,,,,,,,,,,
35851313,2016-01-01,2016-01-01,c114,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7917.0,15000.0,,,,,,,,
35851313,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140917.0,472080.0,,,,,,
35851313,2016-01-01,2016-01-01,c242,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68920.0,220894.0,,,,,,
35851313,2016-01-01,2016-01-01,c312,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35851313,2016-01-01,2016-01-01,c351,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35851313,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2VlL2Q4L2Q4L2JjMmYtNGZhZC04NDMzLTBmYWRiZTEzMzNkNg.pdf,http://regnskaber.virk.dk/31315853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2U2L2I3L2VhLzdmYjktNGY0Zi05MDJlLTRiMTVmOTkwOWQ4NQ.xml,true,Kolding,6000.0,"1, 3. sal",Kolding Ãpark,Fredericia,7000.0,16.0,Strevelinsvej,6000 Kolding,"Kolding Ãpark 1, 3. sal",Regnskabsklasse B,2017-03-21,2017-03-21,2014-05-01,2017-03-21,64414415.0,www.bott.dk,30700228.0,35851313.0,30700228.0,Ãrsrapport,Clive Robert Woodward,Dr. Reinhard Wollermann-Windgasse,Ernst & Young Godkendt Revisionspartnerselskab,Danske Bank,Bott Danmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,5000.0,"Fredericia, den",2015-01-01,2015-12-31,-2729607.0,Fredericia,2016-12-31,2016-01-01,true,2017-03-21,"Kolding, den",64414418.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:23702518,indberetninger-20180424,2.5118417999999996,35851313,,2018-03-27T11:45:20.716Z,2017-04-07T05:39:53.133Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-93-TD,2017-04-07T05:39:53.663Z,626295.0,5000.0,11.0,138301.0,133301.0,5587873.0,3729538.0,74750.0,15010.0,140023.0,89760.0,8084.0,25000.0,515545.0,-2103312.0,-2021636.0,110014.0,626295.0,626295.0,4822291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
