entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
87139816,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,1061428.0,1095948.0,3677.0,63710.0,-87621.0,-87621.0,-147654.0,0.0,182174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,-87621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2017-12-31,2017-12-31,ID_10,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,3363730.0,247946.0,500000.0,2043785.0,0.0,1999881.0,728695.0,21250.0,21250.0,249517.0,570000.0,0.0,3363730.0,1363849.0,124391.0,505315.0,380924.0,1319945.0,0.0,216820.0,1390771.0,1298695.0,249517.0,1499881.0,0.0,858534.0,274466.0,1546322.0,210244.0,157004.0,155551.0,,,
87139816,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,804428.0,1266538.0,5483.0,800.0,230638.0,275253.0,279936.0,44615.0,182174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,230638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87139816,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzhkLzBhLzY3L2RlYWYtNGMyZC04NzI3LTQwZDgxZGM1MTRlMg.pdf,http://regnskaber.virk.dk/61893178/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0LzFjL2VlL2E4ZDItNGM5ZC1iMzM5LWQzOGE3NjI1ZjVjNw.xml,true,"Kongens Lyngby, 2800",Rustenborgvej 7a,Til kapitalejerne i MAJGRENS BOGBINDERI A/S,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,1979-06-02,2019-05-31,26998549.0,87139816.0,26998549.0,mne9356,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for MAJGRENS BOGBINDERI A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hersland,Gregers Knudsen,"Parker Randall, Statsautoriserede revisorer ApS",MAJGRENS BOGBINDERI A/S,"Parker Randall, Statsautoriserede revisorer ApS",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,Kgs.Lyngby,Bestyrelsesformand/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27473294,indberetninger-20180424,2.5124402000000003,87139816.0,AWtH6t7RRYGX6_YTIqlu,2019-06-11T19:02:32.137Z,2019-06-11T19:01:42.638Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-34-NE,2019-06-11T19:01:42.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregers Knudsen,,
