entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
34729522,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,215756.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,
34729522,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,0.0,,,,,,,,,,,,,,,
34729522,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,215756.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,-7625.0,223381.0,7625.0,215756.0,,,,,,,,,,,
34729522,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,33149.0,33149.0,80000.0,33149.0,21274.0,33149.0,11875.0,-58726.0,11875.0,11875.0,
34729522,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,-6875.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,-6875.0,0.0,6875.0,-6875.0,,,,,,,,,,,
34729522,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,
34729522,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,-6875.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,
34729522,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,
34729522,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,Carsten Petersen
34729522,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzViL2Y5L2Q0LzJiODItNDhmOC1iODQxLWYwZjdkMzVmOWFjMQ.pdf,http://regnskaber.virk.dk/22592743/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2U3LzE5Lzg1LzllZDEtNGFmNi04ZmJlLTNhNDU2OTJkM2E1Yw.xml,true,"4623, Lille Skensved","Fuglevej 51, Ejby",Til den daglige ledelse i Carsten Petersen Holding 2012 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-05,2019-05-05,2012-11-02,2019-05-05,39751445.0,34729522.0,39751445.0,mne25198,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Carsten Petersen Holding 2012 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Pedersen,Knud Erik Petersen,"Consens, Statsautoriseret Revisionsanpartsselskab",Carsten Petersen Holding 2012 ApS,"Consens, Statsautoriseret Revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-05,Ejby,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27085278,indberetninger-20180424,2.5097342,34729522.0,AWqNPfvZRYGX6_YTHb39,2019-05-06T13:03:36.875Z,2019-05-06T13:03:30.165Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-85-HQ,2019-05-06T13:03:30.328Z,,,,,,,,,,,,,,,,
