entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DisclosureOfContingentLiabilities,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
36021543,2017-10-01,2018-09-30,c175,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",52800.0,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,2218.0,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,10209.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,382.0,232233.0,HjÃ¸rring,2017-10-01,2018-09-30,187042.0,239842.0,-2218.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,52800.0,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
36021543,2017-10-01,2018-09-30,c214,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,-12958.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
36021543,2017-10-01,2018-09-30,c219,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
36021543,2018-09-30,2018-09-30,c173,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,2984843.0,20093.0,50000.0,2947310.0,2984843.0,37533.0,2060613.0,2060613.0,2060613.0,904137.0,200000.0,2697310.0,37533.0,904137.0,37533.0
36021543,2018-10-01,2018-10-01,c231,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,50000.0,,,,,,,,,,,
36021543,2018-10-01,2018-10-01,c249,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,2697309.0,,,,,,,,,,,
36021543,2018-10-01,2018-10-01,c255,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,200000.0,,,,,,,,,,,
36021543,2018-10-01,2019-09-30,c174,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",50798.0,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,2979.0,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,11033.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,269.0,223205.0,HjÃ¸rring,2017-10-01,2018-09-30,180192.0,230990.0,-2979.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,50798.0,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
36021543,2018-10-01,2019-09-30,c213,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,180192.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
36021543,2018-10-01,2019-09-30,c217,,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc0L2YyL2FkLzhkZjItNDcwNC04MWUzLTUxMTgwNDdkNmRlZA.pdf,http://regnskaber.virk.dk/34512063/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2FiLzllLzcxLzlmNzItNGM4YS05NjhhLTk3ZjJmNTg4YzRjMg.xml,true,9800 HjÃ¸rring,Lien 9,9800 HjÃ¸rring,Lien 9,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",,2019-10-16,2014-06-20,2019-10-16,Finansielle anlÃ¦gsaktiver,Ingen.,-200000.0,,36021543.0,36021543.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Holdingselskabet OMO af 1/10 2013 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Ove Morten Ovesen,Holdingselskabet OMO af 1/10 2013 ApS,Holdingselskabet OMO af 1/10 2013 ApS,,,HjÃ¸rring,2017-10-01,2018-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2019-09-30,2018-10-01,true,,Ingen bistand,urn:ofk:oid:27935541,indberetninger-20180424,2.5117056,36021543.0,AW3pNY_cIXJRhhXBOvsQ,2019-10-20T12:47:47.459Z,2019-10-20T12:47:43.819Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DC-68-NH,2019-10-20T12:47:44.030Z,,,,,,,,,,,,,,,
