entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
70335115,2013-05-01,2014-04-30,c3,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,23958.0,40623.0,2134.0,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,12162.0,32901.0,3417.0,Kolding,2013-05-01,2014-04-30,-1085.0,-1085.0,-21824.0,2015-04-30,2014-05-01,42757.0,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",0.0,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2013-05-01,2014-04-30,c5,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2013-05-01,2014-04-30,c7,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2013-05-01,2014-04-30,c9,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,-1085.0,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2014-04-30,2014-04-30,c11,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,1753894.0,556573.0,125000.0,724648.0,849776.0,1029246.0,1753894.0,904118.0,1029246.0,164093.0,904118.0,1029246.0,724776.0,164093.0,904118.0,3982.0,565.0,
70335115,2014-05-01,2015-04-30,c0,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,23958.0,29485.0,6242.0,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,14732.0,73313.0,3417.0,Kolding,2013-05-01,2014-04-30,40620.0,40865.0,-17716.0,2015-04-30,2014-05-01,35727.0,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",245.0,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2014-05-01,2015-04-30,c1,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,JÃ¸rgen KjÃ¦ldgaard
70335115,2014-05-01,2015-04-30,c2,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,Jytte KjÃ¦ldgaard
70335115,2014-05-01,2015-04-30,c8,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,40620.0,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,,,,,,,,,,,,,,,,,,
70335115,2015-04-30,2015-04-30,c10,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ExLzY4L2E0L2RkZDYtNGZkNy1iODU1LWFlM2M2Zjk0NTI3Mw.xhtml,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2Y2LzM4LzE3LzlhZDEtNDEwNi04NzRlLTM2ZmRiZDUwYTBkMw.pdf,http://regnskaber.virk.dk/51153307/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzNmL2NjL2NmLzI2MjQtNDQzYy1iM2I4LWRlYjE5MDRiNWYxOQ.xml,Danmark,DK,Kolding,6000.0,Riberdyb 26,Kolding,6000.0,12.0,Ejlersvej,6000 Kolding,Ejlersvej 12,Regnskabsklasse B,2015-09-20,2015-09-20,,,,70335115.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen KjÃ¦ldgaard,Danske Bank,J.KJÃLDGAARD FINANS ApS,JÃ¸rgen KjÃ¦ldgaard,,,3417.0,Kolding,2013-05-01,2014-04-30,,,,2015-04-30,2014-05-01,,"Selskabet har fravalgt revision af Ã¥rsrapporten. Det bekrÃ¦ftes, at selskabet opfylder betingelserne herfor",,Ingen bistand,urn:ofk:oid:21486424,indberetninger-20180424,2.5952096,70335115,,2018-03-30T07:50:35.840Z,2015-10-03T08:53:42.641Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-80-HH,2015-10-03T08:53:42.791Z,1946415.0,533290.0,125000.0,931127.0,890396.0,1015288.0,1946415.0,1056019.0,1015288.0,396540.0,1056019.0,1015288.0,765396.0,396540.0,1056019.0,1297.0,1297.0,
